Date,AT,BG,DE,ES,FR,GR,HR,HU,IT,PL,RO,RS,SK
2025/1/1 0:00,109.0,138.7,2.16,134.49,12.36,138.7,125.31,147.25,,15.41,138.7,122.04,180.0
2025/1/1 0:15,109.0,138.7,2.16,134.49,12.36,138.7,125.31,147.25,,15.41,138.7,122.04,180.0
2025/1/1 0:30,109.0,138.7,2.16,134.49,12.36,138.7,125.31,147.25,,15.41,138.7,122.04,180.0
2025/1/1 0:45,109.0,138.7,2.16,134.49,12.36,138.7,125.31,147.25,,15.41,138.7,122.04,180.0
2025/1/1 1:00,97.03,134.06,1.6,131.59,18.92,134.06,133.05,126.12,,2.19,134.06,120.07,138.56
2025/1/1 1:15,97.03,134.06,1.6,131.59,18.92,134.06,133.05,126.12,,2.19,134.06,120.07,138.56
2025/1/1 1:30,97.03,134.06,1.6,131.59,18.92,134.06,133.05,126.12,,2.19,134.06,120.07,138.56
2025/1/1 1:45,97.03,134.06,1.6,131.59,18.92,134.06,133.05,126.12,,2.19,134.06,120.07,138.56
2025/1/1 2:00,91.47,124.42,0.0,131.49,16.66,124.42,124.94,116.5,,2.18,124.42,121.64,127.12
2025/1/1 2:15,91.47,124.42,0.0,131.49,16.66,124.42,124.94,116.5,,2.18,124.42,121.64,127.12
2025/1/1 2:30,91.47,124.42,0.0,131.49,16.66,124.42,124.94,116.5,,2.18,124.42,121.64,127.12
2025/1/1 2:45,91.47,124.42,0.0,131.49,16.66,124.42,124.94,116.5,,2.18,124.42,121.64,127.12
2025/1/1 3:00,72.87,84.48,-0.01,131.42,13.1,118.6,93.53,71.49,,1.69,84.48,109.01,64.8
2025/1/1 3:15,72.87,84.48,-0.01,131.42,13.1,118.6,93.53,71.49,,1.69,84.48,109.01,64.8
2025/1/1 3:30,72.87,84.48,-0.01,131.42,13.1,118.6,93.53,71.49,,1.69,84.48,109.01,64.8
2025/1/1 3:45,72.87,84.48,-0.01,131.42,13.1,118.6,93.53,71.49,,1.69,84.48,109.01,64.8
2025/1/1 4:00,77.42,64.28,-0.01,120.49,5.9,112.38,63.69,68.66,,0.09,64.28,93.01,71.09
2025/1/1 4:15,77.42,64.28,-0.01,120.49,5.9,112.38,63.69,68.66,,0.09,64.28,93.01,71.09
