Date,AT,BG,DE,ES,FR,GR,HR,HU,IT,PL,RO,RS,SK
2025/1/1 0:00,6475.6,4686.18,48412.11,23468.0,64520.63,4545.0,2015.0,5105.19,22697.0,14212.664,5683.0,4626.0,2611.0
2025/1/1 0:15,6438.0,4686.18,47534.7,23108.0,63716.07,4545.0,1975.0,5027.92,22755.0,14397.893,5629.0,4626.0,2611.0
2025/1/1 0:30,6407.6,4686.18,47573.45,22976.0,62503.17,4545.0,1961.0,4966.56,22534.0,14029.653,5572.0,4626.0,2611.0
2025/1/1 0:45,6357.6,4686.18,47446.87,22852.0,61490.91,4545.0,1935.0,4909.49,22406.0,14003.282,5523.0,4626.0,2611.0
2025/1/1 1:00,6325.6,4541.0,47200.27,22712.0,61780.02,4376.0,1920.0,4834.04,22103.0,14352.364,5471.0,4606.0,2524.0
2025/1/1 1:15,6272.8,4541.0,46926.8,22540.0,61542.76,4376.0,1903.0,4761.4,21912.0,14415.559,5418.0,4606.0,2524.0
2025/1/1 1:30,6209.2,4541.0,46816.41,22312.0,61594.48,4376.0,1876.0,4684.02,21707.0,14268.202,5377.0,4606.0,2524.0
2025/1/1 1:45,6135.2,4541.0,46525.81,22020.0,61084.92,4376.0,1852.0,4618.49,21463.0,14131.061,5336.0,4606.0,2524.0
2025/1/1 2:00,6180.8,4409.72,46238.96,21688.0,61409.19,4150.0,1825.0,4533.27,21195.0,13936.013,5285.0,4425.0,2522.0
2025/1/1 2:15,6113.2,4409.72,45859.98,21380.0,60750.84,4150.0,1806.0,4483.12,20907.0,13898.563,5252.0,4425.0,2522.0
2025/1/1 2:30,6051.6,4409.72,45637.93,21068.0,60067.84,4150.0,1776.0,4431.02,20619.0,13697.031,5219.0,4425.0,2522.0
2025/1/1 2:45,5972.8,4409.72,45453.18,20712.0,59267.35,4150.0,1761.0,4411.06,20362.0,13732.605,5186.0,4425.0,2522.0
2025/1/1 3:00,5945.6,4321.6,44889.33,20424.0,58795.53,3984.0,1744.0,4390.34,20202.0,13546.241,5172.0,4178.0,2452.0
2025/1/1 3:15,5906.8,4321.6,44878.9,20128.0,58179.02,3984.0,1730.0,4343.22,19966.0,13423.908,5151.0,4178.0,2452.0
2025/1/1 3:30,5886.8,4321.6,44397.77,19868.0,57657.17,3984.0,1714.0,4351.2,19761.0,13323.497,5137.0,4178.0,2452.0
2025/1/1 3:45,5843.6,4321.6,44327.82,19592.0,56876.29,3984.0,1700.0,4326.54,19591.0,13230.741,5116.0,4178.0,2452.0
2025/1/1 4:00,5819.6,4336.5,43738.2,19340.0,56698.14,3965.0,1697.0,4323.13,19489.0,13221.644,5113.0,4003.0,2442.0
2025/1/1 4:15,5826.4,4336.5,43811.54,19188.0,56239.97,3965.0,1690.0,4279.31,19394.0,13199.21,5100.0,4003.0,2442.0
2025/1/1 4:30,5829.2,4336.5,43583.39,19012.0,55908.34,3965.0,1676.0,4305.57,19284.0,13180.567,5091.0,4003.0,2442.0
2025/1/1 4:45,5846.8,4336.5,43371.22,18860.0,55610.57,3965.0,1674.0,4326.87,19238.0,13196.85,5077.0,4003.0,2442.0
2025/1/1 5:00,5954.8,4363.32,43999.43,18744.0,56088.9,4078.0,1689.0,4351.86,19428.0,13208.813,5078.0,3892.0,2476.0
2025/1/1 5:15,5984.0,4363.32,43836.98,18772.0,55820.61,4078.0,1695.0,4294.93,19475.0,13286.513,5069.0,3892.0,2476.0
2025/1/1 5:30,6020.8,4363.32,43794.0,18708.0,55819.18,4078.0,1698.0,4347.76,19604.0,13333.425,5074.0,3892.0,2476.0
2025/1/1 5:45,6032.0,4363.32,43724.05,18676.0,55712.84,4078.0,1708.0,4361.87,19752.0,13248.091,5082.0,3892.0,2476.0
2025/1/1 6:00,6118.0,4422.33,43408.65,18660.0,56391.92,4302.0,1730.0,4403.63,20241.0,13441.777,5100.0,3883.0,2513.0
2025/1/1 6:15,6164.8,4422.33,43168.69,18824.0,56439.86,4302.0,1740.0,4416.04,20487.0,13513.927,5084.0,3883.0,2513.0
2025/1/1 6:30,6217.6,4422.33,43146.7,18848.0,56568.7,4302.0,1761.0,4454.26,20711.0,13340.955,5056.0,3883.0,2513.0
