Date,DE,FR,ES,IT,GR,RO,HU,AT,PL,SK,RS,HR,BG
23/02/2024 23:00,51234,59718,27256,28688,5258,6145,5059,6567,18503,2783,4246,1960,4267
24/02/2024 00:00,48173,59571,25433,26038,4827,5765,4732,6254,17351,2633,4172,1780,3935
24/02/2024 01:00,46249,57156,23904,24625,4470,5578,4491,5919,16770,2532,3904,1612,3706
24/02/2024 02:00,44579,55121,22595,23621,4356,5431,4299,5771,16320,2537,3606,1530,3572
24/02/2024 03:00,43884,54194,21724,23120,4196,5374,4201,5637,16274,2507,3387,1486,3513
24/02/2024 04:00,43817,51608,21430,23179,4140,5379,4243,5675,16357,2523,3335,1488,3524
24/02/2024 05:00,44354,50400,21410,24070,4181,5484,4334,5957,16427,2574,3399,1559,3604
24/02/2024 06:00,45517,51075,21834,26413,4368,5643,4570,6377,17055,2688,3511,1719,3773
24/02/2024 07:00,48097,52806,23206,28812,4589,5871,4861,6778,18060,2837,3810,1879,4085
24/02/2024 08:00,51597,54655,24324,31454,5004,6139,4995,7086,19145,3015,4125,2051,4353
24/02/2024 09:00,54063,56880,25940,32503,5331,6179,4946,7198,19919,3168,4326,2128,4315
24/02/2024 10:00,55077,58499,26862,32075,5547,6087,4989,7174,20119,3144,4402,2124,4151
24/02/2024 11:00,55994,58505,26770,30863,5633,5940,5003,7066,19744,3213,4368,2135,3992
24/02/2024 12:00,55713,58206,26140,30232,5713,5802,5008,6751,19148,3109,4370,2161,3895
24/02/2024 13:00,53892,57871,26214,29171,5701,5782,4930,6591,19300,3027,4293,2101,3826
24/02/2024 14:00,52536,55190,26084,28838,5414,5740,4947,6452,19083,2973,4176,2022,3764
24/02/2024 15:00,51327,54169,25216,29218,5376,5824,5031,6458,19438,2938,4107,1975,3782
24/02/2024 16:00,51818,53271,24627,29023,5237,6101,5180,6621,19425,3014,4080,2006,3946
24/02/2024 17:00,54823,52292,25009,30766,5278,6445,5368,7165,20038,3062,4216,2141,4239
24/02/2024 18:00,58150,53240,26311,33717,5735,6908,5452,7386,20380,3132,4372,2289,4666
24/02/2024 19:00,57667,57584,28537,34494,5995,7039,5427,7140,20107,3077,4374,2293,4731
24/02/2024 20:00,54119,60510,30077,32680,5879,6885,5260,6714,19553,3001,4275,2227,4492
24/02/2024 21:00,51735,58490,30227,30080,5576,6537,5026,6339,18625,2840,4130,2168,4249
24/02/2024 22:00,50386,56459,28377,27605,5174,6034,4776,6295,17555,2695,4075,2019,4197
24/02/2024 23:00,47020,57227,26053,25358,4849,5622,4524,5912,16412,2562,4029,1831,3947
25/02/2024 00:00,44502,57691,23946,23270,4485,5330,4259,5678,15575,2447,3952,1642,3669
25/02/2024 01:00,43135,55693,22263,21699,4262,5143,4107,5417,15118,2354,3740,1516,3462
25/02/2024 02:00,42351,53748,21034,20820,4166,5011,3952,5350,14698,2371,3464,1440,3338
25/02/2024 03:00,41792,52796,20253,20391,4046,4948,3897,5221,14626,2345,3282,1402,3293
25/02/2024 04:00,41737,50327,19844,20347,3956,4934,3927,5239,14801,2351,3180,1399,3274
25/02/2024 05:00,41449,48852,19855,20916,3983,4980,4049,5416,14935,2409,3214,1449,3326
25/02/2024 06:00,41985,48913,20254,22101,4098,5062,4237,5725,15035,2535,3232,1528,3456
25/02/2024 07:00,43697,49681,21010,23047,4166,5183,4469,6033,15509,2671,3428,1615,3710
25/02/2024 08:00,46941,50620,21429,25225,4448,5395,4555,6314,16411,2855,3690,1776,4139
25/02/2024 09:00,49871,52366,22981,26916,4889,5462,4587,6623,16960,3008,3918,1925,4375
25/02/2024 10:00,52432,54702,24776,27283,5197,5410,4529,6773,17021,3037,3991,2013,4414
25/02/2024 11:00,54361,56232,25415,27308,5390,5342,4394,6722,16772,3081,3900,2073,4332
25/02/2024 12:00,54396,57757,25771,27321,5527,5294,4401,6238,16979,2934,3868,2013,4241
25/02/2024 13:00,52188,58046,26298,25629,5443,5260,4518,5749,17443,2858,3795,1883,4161
25/02/2024 14:00,50170,55139,26658,24661,5027,5213,4603,5416,17521,2789,3679,1793,4089
25/02/2024 15:00,48533,53713,25453,25332,4931,5249,4765,5419,17416,2720,3650,1761,4094
25/02/2024 16:00,48570,53122,24662,25900,4878,5523,5004,5832,17498,2821,3707,1803,4211
25/02/2024 17:00,51470,52190,24607,27432,4902,5823,5250,6646,18394,2922,3950,1949,4508
25/02/2024 18:00,55212,53070,25439,31018,5346,6395,5450,7164,19223,3051,4131,2143,4963
25/02/2024 19:00,54646,56812,27645,32428,5582,6581,5458,7003,19395,3077,4180,2206,5033
25/02/2024 20:00,52196,59733,29414,31220,5582,6530,5324,6710,18895,2990,4159,2184,4818
25/02/2024 21:00,50569,57435,29714,29222,5361,6241,5076,6339,18000,2821,4091,2154,4532
25/02/2024 22:00,49790,55121,27965,26936,5009,5819,4771,6396,17230,2686,4039,2011,4322
25/02/2024 23:00,46863,55503,25546,24391,4707,5457,4487,6034,16125,2564,3975,1810,4024
26/02/2024 00:00,44419,55202,23485,22470,4364,5255,4224,5809,15488,2485,3827,1617,3687
26/02/2024 01:00,43081,53051,22058,21360,4046,5084,4087,5607,15205,2413,3543,1499,3471
26/02/2024 02:00,42585,51565,21008,20709,4004,5013,3953,5596,15121,2440,3296,1451,3364
26/02/2024 03:00,43199,50746,20481,20580,3963,4981,3922,5577,15253,2448,3131,1451,3317
26/02/2024 04:00,45248,48725,20478,21288,3912,5054,4084,5822,15687,2537,3108,1478,3364
26/02/2024 05:00,49251,48106,21217,24030,4023,5221,4544,6605,17013,2754,3302,1636,3558
26/02/2024 06:00,57449,50769,23845,30071,4569,5926,5312,7879,19825,3230,3748,2014,4063
26/02/2024 07:00,63053,55603,28365,35659,5144,6731,5548,8537,21713,3465,4160,2250,4556
26/02/2024 08:00,65719,59789,30792,39967,5708,7171,5371,8524,22640,3492,4308,2286,4842
26/02/2024 09:00,66408,62443,31467,41480,6200,7126,5104,8312,22458,3493,4277,2200,4863
26/02/2024 10:00,66900,63582,31593,41504,6411,6829,4900,8192,22042,3395,4117,2112,4655
26/02/2024 11:00,66827,63246,31309,41158,6399,6500,4721,8256,21754,3440,4033,2112,4483
26/02/2024 12:00,65965,64003,30953,39498,6421,6310,4660,8203,21791,3424,3966,2106,4344
26/02/2024 13:00,65225,63445,30703,39715,6424,6372,4766,8258,22087,3369,3911,2074,4297
26/02/2024 14:00,63951,61860,30365,40242,6199,6353,4865,8123,22183,3310,3852,2058,4232
26/02/2024 15:00,62689,61639,29987,40414,6087,6423,5134,8087,22019,3274,3828,2069,4268
26/02/2024 16:00,62463,61179,30123,40669,5985,6633,5458,8194,22037,3382,3900,2152,4327
26/02/2024 17:00,64444,60002,30376,40472,5888,6950,5807,8563,22640,3447,4210,2332,4523
26/02/2024 18:00,66934,60559,31184,41553,6280,7499,6010,8751,22822,3485,4449,2505,4973
26/02/2024 19:00,66028,64729,33204,41267,6596,7638,5991,8398,22646,3473,4435,2527,5113
26/02/2024 20:00,62419,67198,34760,38946,6579,7486,5824,7842,22101,3370,4374,2466,4908
26/02/2024 21:00,58996,63646,34223,35752,6162,7075,5562,7244,20618,3107,4233,2384,4644
26/02/2024 22:00,55318,60374,31183,32196,5665,6502,5283,6995,19063,2931,4152,2166,4421
26/02/2024 23:00,50810,60302,27981,29068,5216,6003,4991,6474,17758,2790,4064,1909,4155
27/02/2024 00:00,48273,59907,25714,26643,4677,5728,4666,6216,16827,2695,3879,1690,3811
27/02/2024 01:00,47333,57511,24197,24951,4394,5549,4430,5946,16420,2578,3586,1567,3597
27/02/2024 02:00,46556,56090,23058,24251,4246,5448,4263,5850,16197,2566,3342,1529,3484
27/02/2024 03:00,46736,55197,22547,24003,4151,5435,4227,5807,16240,2576,3200,1521,3463
27/02/2024 04:00,48296,52941,22381,24261,4195,5490,4386,6044,16640,2669,3205,1564,3506
27/02/2024 05:00,52185,52233,22906,26312,4338,5704,4760,6765,17696,2858,3404,1699,3682
27/02/2024 06:00,59696,54534,25351,31589,4816,6207,5431,8018,20180,3260,3790,2034,4113
27/02/2024 07:00,64180,58968,29584,37548,5429,6842,5622,8616,22004,3415,4202,2295,4573
27/02/2024 08:00,66498,62814,32020,41957,5861,7135,5419,8658,22662,3471,4285,2390,4834
27/02/2024 09:00,67209,65344,32106,43350,6170,6899,5070,8526,22719,3464,4253,2435,4787
27/02/2024 10:00,68080,65959,31441,42885,6298,6460,4779,8466,21872,3335,4170,2375,4530
27/02/2024 11:00,68012,65997,30554,42424,6313,6086,4793,8489,22164,3318,4081,2421,4312
27/02/2024 12:00,66743,66013,30012,40303,6326,5910,4850,8428,22183,3296,4065,2396,4111
27/02/2024 13:00,65402,64731,29817,40669,6236,5975,4905,8389,22415,3268,4052,2312,4062
27/02/2024 14:00,63532,62907,29497,41335,6063,5981,5068,8258,22403,3234,3939,2235,4048
27/02/2024 15:00,62357,62737,29272,41663,5957,6092,5327,8291,22313,3209,3923,2158,4076
27/02/2024 16:00,62084,61575,29377,41456,5808,6430,5538,8311,22394,3312,4031,2229,4178
27/02/2024 17:00,64189,59613,29854,41025,5725,6860,5805,8610,23160,3386,4279,2369,4412
27/02/2024 18:00,66703,59951,30714,42075,6143,7436,6001,8762,23567,3439,4466,2486,4954
27/02/2024 19:00,65779,63946,33136,41646,6505,7623,5990,8424,23418,3424,4463,2525,5137
27/02/2024 20:00,62425,66955,34831,39266,6389,7475,5810,7857,22759,3334,4416,2450,4946
27/02/2024 21:00,58993,63821,34486,36176,5988,7111,5563,7270,21190,3102,4261,2346,4699
27/02/2024 22:00,55618,60434,31671,32476,5516,6515,5284,7009,19607,2896,4168,2145,4472
27/02/2024 23:00,52165,60530,28455,29291,5151,6032,4985,6476,18221,2754,4088,1908,4136
28/02/2024 00:00,49205,60312,26336,26374,4732,5710,4698,6181,17219,2624,3931,1709,3786
28/02/2024 01:00,47787,58003,24748,24875,4306,5550,4476,5906,16779,2545,3645,1579,3563
28/02/2024 02:00,47397,56819,23543,24094,4198,5476,4323,5791,16487,2538,3383,1497,3460
28/02/2024 03:00,47834,56299,22955,23940,4078,5445,4284,5749,16523,2544,3234,1492,3435
28/02/2024 04:00,48750,54206,22748,24245,4023,5524,4408,5948,16931,2608,3234,1539,3479
28/02/2024 05:00,52120,53467,23117,26358,4150,5721,4778,6689,17971,2808,3429,1674,3657
28/02/2024 06:00,59514,55817,25230,31779,4501,6240,5430,7908,20393,3186,3760,2036,4177
28/02/2024 07:00,64387,60683,28905,36975,5054,6914,5648,8575,22244,3346,4126,2235,4647
28/02/2024 08:00,66969,64747,31069,41280,5526,7212,5401,8812,23109,3409,4227,2320,4854
28/02/2024 09:00,67324,67256,31275,42560,5755,7123,5095,8754,23363,3439,4239,2294,4756
28/02/2024 10:00,67553,67878,30895,42226,5891,6745,4813,8661,23027,3328,4183,2235,4485
28/02/2024 11:00,67627,66712,30054,41793,5846,6341,4712,8469,23464,3362,4091,2265,4292
28/02/2024 12:00,66135,65603,29231,39284,5910,6106,4770,8130,23704,3332,4003,2249,4114
28/02/2024 13:00,64781,64038,28724,38591,5929,6053,4841,8008,23712,3272,3932,2190,4039
28/02/2024 14:00,63267,61885,28147,39347,5764,6031,4929,7976,23412,3237,3869,2126,4024
28/02/2024 15:00,62944,61124,27694,39592,5714,6149,5184,8126,23242,3213,3898,2091,4097
28/02/2024 16:00,62793,60008,27592,39829,5544,6473,5476,8307,23140,3307,3965,2156,4248
28/02/2024 17:00,64270,58115,28267,39221,5505,6922,5783,8651,23578,3415,4215,2306,4492
28/02/2024 18:00,67388,58196,29239,40985,5914,7486,6023,8785,23746,3483,4441,2470,5000
28/02/2024 19:00,66754,62106,31900,41177,6240,7712,6004,8442,23639,3450,4443,2492,5180
28/02/2024 20:00,63077,65299,33927,38911,6178,7566,5814,7887,23027,3323,4382,2433,4975
28/02/2024 21:00,59502,62281,33578,35975,5820,7186,5600,7256,21486,3102,4240,2332,4701
28/02/2024 22:00,56308,59115,30887,32141,5349,6578,5326,6994,19853,2898,4174,2117,4466
28/02/2024 23:00,52643,59305,27667,29160,4974,6045,5042,6486,18610,2756,4071,1895,4135
29/02/2024 00:00,50069,59057,25724,26507,4529,5751,4730,6122,17657,2637,3917,1690,3774
29/02/2024 01:00,49088,56663,24087,25135,4240,5564,4506,5830,17087,2544,3628,1555,3552
29/02/2024 02:00,48941,55146,23034,24501,4227,5488,4352,5757,16850,2546,3362,1513,3445
29/02/2024 03:00,49910,54449,22545,24253,4130,5448,4296,5693,16825,2530,3213,1475,3422
29/02/2024 04:00,51601,52190,22463,24545,4092,5533,4445,5900,17264,2608,3218,1510,3467
29/02/2024 05:00,54899,51113,22962,26344,4247,5769,4824,6658,18285,2806,3425,1664,3650
29/02/2024 06:00,62203,52994,25269,31592,4674,6281,5477,7893,20580,3245,3803,1995,4134
29/02/2024 07:00,66937,57342,29352,37002,5147,6876,5605,8632,22560,3368,4175,2221,4619
29/02/2024 08:00,68545,61132,31627,40964,5452,7229,5420,8842,23503,3376,4366,2308,4931
29/02/2024 09:00,68122,63297,31357,42022,5665,7324,5192,8729,23810,3346,4370,2300,4984
29/02/2024 10:00,67827,63990,30330,41073,5746,7278,5014,8467,23300,3199,4322,2238,4871
29/02/2024 11:00,67432,63510,29516,40315,5760,7216,4833,8129,23295,3225,4307,2269,4736
29/02/2024 12:00,65391,63157,28940,39203,5818,7175,4918,7622,23166,3202,4274,2250,4539
29/02/2024 13:00,64322,61611,29014,39194,5877,7157,4933,7429,22889,3189,4163,2171,4441
29/02/2024 14:00,62966,59495,28737,40270,5741,7017,5099,7424,22586,3169,4055,2075,4368
29/02/2024 15:00,62241,58968,28455,40393,5717,6964,5318,7578,22550,3167,4047,2055,4371
29/02/2024 16:00,62055,57890,28369,40126,5627,7007,5552,7841,22597,3271,4101,2121,4438
29/02/2024 17:00,64003,56019,29166,39566,5598,7149,5820,8251,23203,3380,4376,2252,4647
29/02/2024 18:00,66888,56288,30275,40995,5920,7593,6029,8570,23639,3474,4523,2401,5085
29/02/2024 19:00,66731,60186,32727,41099,6144,7756,6007,8271,23506,3463,4548,2449,5252
29/02/2024 20:00,63521,63251,34484,38911,6136,7597,5828,7710,22661,3339,4456,2406,5041
29/02/2024 21:00,60219,60282,34211,35898,5803,7256,5573,7114,21079,3094,4317,2292,4816
29/02/2024 22:00,56956,57210,31320,32139,5402,6659,5290,6867,19414,2874,4192,2108,4587
29/02/2024 23:00,52515,57502,28182,29069,4950,6195,5006,6383,18113,2732,4140,1907,4256
01/03/2024 00:00,49611,57352,25946,26762,4204,5739,4678,5930,17090,2610,4013,1686,3890
01/03/2024 01:00,48076,54758,24333,25203,0,0,4441,5661,16572,2524,3718,1558,3642
01/03/2024 02:00,47663,53215,23219,24312,4046,5619,4266,5572,16281,2521,3461,1525,3523
01/03/2024 03:00,48234,52492,22624,24041,3934,5608,4207,5511,16309,2530,3257,1512,3487
01/03/2024 04:00,49061,50648,22440,24473,3938,5647,4338,5696,16670,2590,3230,1535,3523
01/03/2024 05:00,51767,49720,22914,26416,4088,5837,4689,6327,17725,2776,3403,1671,3689
01/03/2024 06:00,59014,51930,25371,31332,4523,6296,5326,7424,20038,3163,3765,2017,4143
01/03/2024 07:00,64303,56564,29570,36745,5266,6952,5626,8171,21686,3361,4181,2265,4566
01/03/2024 08:00,66623,60594,31827,41177,5919,7463,5696,8393,22539,3439,4295,2369,4890
01/03/2024 09:00,66888,62925,31526,42036,6464,7640,5631,8340,22725,3469,4296,2329,5001
01/03/2024 10:00,66676,63755,30537,42063,6699,7517,5561,8220,22289,3455,4199,2230,4908
01/03/2024 11:00,66212,63724,29602,41108,6777,7360,5524,8055,22521,3561,4134,2255,4902
01/03/2024 12:00,65398,64004,28889,39702,6831,7183,5573,7867,22385,3462,4038,2237,4813
01/03/2024 13:00,63623,62863,28777,39711,6739,7180,5402,7729,22588,3404,3972,2139,4768
01/03/2024 14:00,61038,60079,28375,40250,6471,6911,5452,7681,22251,3389,3888,2069,4694
01/03/2024 15:00,60922,59009,27884,40076,6346,6823,5564,7755,22144,3338,3910,2044,4708
01/03/2024 16:00,60815,57181,27814,39574,6171,6896,5633,7881,22193,3378,4021,2091,4722
01/03/2024 17:00,61881,55354,28515,39117,6094,7084,5765,8135,22454,3384,4285,2218,4827
01/03/2024 18:00,63237,55816,29637,40788,6423,7509,5915,8186,22814,3402,4494,2410,5121
01/03/2024 19:00,62456,59422,32097,40877,6700,7621,5857,7844,22787,3348,4487,2446,5154
01/03/2024 20:00,58873,62210,33443,38445,6595,7499,5691,7329,22169,3260,4399,2378,4924
01/03/2024 21:00,55645,59992,33116,35543,6136,7151,5487,6771,20552,3036,4191,2286,4664
01/03/2024 22:00,52550,57156,30409,32235,5606,6602,5239,6578,19170,2858,4140,2076,4464
01/03/2024 23:00,48786,57679,27804,29310,5296,6174,4999,6113,18032,2712,4087,1919,4168
02/03/2024 00:00,45912,57618,25894,26572,4909,5856,4652,5813,17016,2590,3988,1712,3904
02/03/2024 01:00,44709,55274,24323,24772,4562,5630,4413,5469,16504,2484,3700,1576,3678
02/03/2024 02:00,44065,53500,22830,23722,4447,5496,4211,5338,16068,2469,3429,1509,3538
02/03/2024 03:00,43956,52509,21993,23414,4343,5407,4124,5224,16035,2453,3241,1478,3492
02/03/2024 04:00,44672,50069,21536,23334,4259,5428,4162,5266,16083,2482,3218,1476,3494
02/03/2024 05:00,45233,48564,21435,23961,4291,5494,4275,5534,16283,2526,3279,1556,3551
02/03/2024 06:00,46632,49137,21679,26041,4496,5601,4493,5939,16811,2644,3422,1705,3695
02/03/2024 07:00,48527,50630,22940,28565,4835,5909,4807,6332,17849,2769,3730,1856,4000
02/03/2024 08:00,51279,51868,24000,31640,5321,6248,5060,6655,19117,2968,3979,2034,4403
02/03/2024 09:00,53726,53894,25822,33361,5745,6425,5212,6746,20128,3135,4118,2091,4634
02/03/2024 10:00,54104,55750,26986,32854,5794,6347,5229,6671,20313,3156,4087,2075,4719
02/03/2024 11:00,54188,56048,27298,31431,5755,6219,5252,6566,20336,3283,4033,2052,4656
02/03/2024 12:00,53422,56083,27303,30300,5625,6040,5206,6317,20098,3183,3984,2025,4576
02/03/2024 13:00,51250,56303,27928,29177,5541,5868,5062,6101,19958,3124,3941,1942,4453
02/03/2024 14:00,49450,54615,28022,29017,5176,5811,4984,5968,19421,3035,3848,1883,4351
02/03/2024 15:00,48508,53798,27013,28868,5131,5930,4996,6069,19281,2948,3805,1890,4349
02/03/2024 16:00,49107,52943,26368,29147,5005,6149,5094,6361,19164,3030,3806,1949,4426
02/03/2024 17:00,51798,51883,26377,30431,5039,6441,5265,6841,19759,3057,4055,2055,4627
02/03/2024 18:00,55341,52515,27190,33465,5532,6931,5476,7067,20238,3128,4273,2225,4863
02/03/2024 19:00,55133,56325,28905,34566,5942,7165,5459,6830,19853,3079,4252,2232,4916
02/03/2024 20:00,52213,58950,30034,32619,5915,6986,5317,6459,19290,2997,4168,2186,4686
02/03/2024 21:00,49126,56779,30156,30108,5588,6687,5082,6052,18307,2834,4054,2119,4500
02/03/2024 22:00,47815,54682,28280,27628,5267,6168,4791,5968,17291,2683,3961,1981,4376
02/03/2024 23:00,44833,55658,26103,25469,4902,5724,4520,5548,16149,2534,3924,1793,4121
03/03/2024 00:00,42154,56158,23992,23174,4517,5440,4250,5176,15180,2422,3850,1604,3825
03/03/2024 01:00,40847,54150,22131,21747,4256,5234,4083,4891,14588,2319,3621,1480,3606
03/03/2024 02:00,39877,52481,20886,20807,4133,5132,3923,4816,14260,2317,3355,1409,3484
03/03/2024 03:00,39064,51484,20122,20281,3992,5099,3833,4726,14111,2289,3167,1376,3405
03/03/2024 04:00,39320,49094,19748,20264,3951,5112,3872,4779,14154,2324,3119,1368,3420
03/03/2024 05:00,40053,47498,19676,20835,4013,5188,3972,4968,14203,2356,3141,1416,3482
03/03/2024 06:00,40635,47524,19967,21901,4106,5255,4113,5236,14368,2451,3178,1472,3586
03/03/2024 07:00,42959,48690,20612,22901,4205,5361,4291,5573,14982,2608,3395,1552,3892
03/03/2024 08:00,46573,49926,21223,24919,4307,5539,4393,5849,15943,2775,3623,1659,4253
03/03/2024 09:00,49289,52298,22443,27417,4497,5512,4376,6050,16524,2944,3769,1749,4462
03/03/2024 10:00,50685,54651,23902,28050,4587,5317,4158,6041,16867,2964,3804,1798,4443
03/03/2024 11:00,50998,56100,24073,27920,4686,5107,3939,5952,16524,3030,3752,1860,4346
03/03/2024 12:00,50148,57255,23820,27395,4668,5040,3760,5593,16304,2859,3676,1849,4185
03/03/2024 13:00,47191,57546,24359,25865,4880,4953,3697,5239,16787,2748,3624,1772,4022
03/03/2024 14:00,46040,54553,24851,25574,4617,4924,3842,5078,16432,2661,3513,1673,3903
03/03/2024 15:00,45305,52789,23792,26006,4474,5070,4168,5127,16622,2627,3506,1615,3912
03/03/2024 16:00,46072,51835,23308,26403,4308,5387,4574,5454,16728,2767,3529,1675,4032
03/03/2024 17:00,49768,50395,23682,27859,4465,5830,4978,6048,17691,2852,3820,1808,4308
03/03/2024 18:00,54484,51553,25145,31184,5053,6418,5344,6458,18761,3025,4156,2043,4717
03/03/2024 19:00,54417,55968,27945,32624,5587,6716,5387,6497,19023,3028,4238,2115,4864
03/03/2024 20:00,52004,60684,30336,31522,5694,6687,5240,6254,18587,2956,4213,2109,4663
03/03/2024 21:00,49893,59143,30782,29543,5493,6411,4987,5916,17677,2777,4098,2078,4409
03/03/2024 22:00,48937,57108,29007,27137,5145,5997,4701,5939,16818,2650,4037,1944,4324
03/03/2024 23:00,46011,57719,26463,24641,4816,5577,4416,5551,15816,2525,3926,1741,4064
04/03/2024 00:00,43558,57621,24188,22490,4429,5323,4143,5466,14997,2449,3757,1538,3757
04/03/2024 01:00,42725,55905,22484,21213,4130,5176,3992,5219,14667,2367,3484,1431,3552
04/03/2024 02:00,42257,54856,21454,20814,4022,5080,3864,5157,14530,2364,3247,1376,3438
04/03/2024 03:00,42728,54563,20953,20710,3912,5102,3834,5105,14587,2363,3096,1368,3398
04/03/2024 04:00,44651,52820,20964,21216,3882,5167,4020,5334,15103,2464,3119,1406,3425
04/03/2024 05:00,48697,52409,21688,23652,4062,5459,4471,6049,16348,2700,3368,1570,3509
04/03/2024 06:00,57024,55337,24345,29557,4503,6126,5176,7257,19157,3129,3739,1940,3693
04/03/2024 07:00,62656,60601,28915,35251,5100,6825,5256,8093,21231,3329,4147,2214,3991
04/03/2024 08:00,65985,64976,31597,40383,5299,7016,4922,8401,22364,3345,4254,2346,4330
04/03/2024 09:00,66857,67134,32103,42704,5349,6843,4580,8293,22391,3325,4270,2393,4461
04/03/2024 10:00,67702,66953,31957,42817,5341,6454,4354,8105,21793,3182,4171,2319,4367
04/03/2024 11:00,68098,65537,31597,40892,5465,6050,4254,7890,21815,3193,4093,2330,4214
04/03/2024 12:00,68014,64457,31285,38850,5501,5928,4278,7610,21946,3199,4046,2320,4122
04/03/2024 13:00,67056,62868,31411,38886,5225,5986,4336,7495,22205,3151,3999,2227,3985
04/03/2024 14:00,65468,60722,31186,38113,5017,6049,4568,7337,22131,3108,3909,2154,3955
04/03/2024 15:00,64301,60135,31143,37954,5113,6159,4930,7429,22011,3075,3882,2146,3994
04/03/2024 16:00,63889,59185,30754,38010,5161,6526,5270,7588,22177,3164,3959,2186,4170
04/03/2024 17:00,65355,57722,30835,38153,5313,6899,5593,7975,22685,3291,4220,2285,4449
04/03/2024 18:00,67400,58051,31000,40084,5698,7470,5918,8170,23313,3437,4521,2456,4950
04/03/2024 19:00,66382,62067,32953,40689,6042,7754,5929,7969,23207,3422,4525,2511,5151
04/03/2024 20:00,62891,65587,35072,38655,6156,7643,5757,7481,22679,3310,4477,2440,4966
04/03/2024 21:00,59737,62429,34893,35644,5781,7212,5504,6872,21115,3080,4305,2354,4686
04/03/2024 22:00,56087,59192,31815,31852,5059,6582,5222,6601,19463,2868,4199,2126,4452
04/03/2024 23:00,51904,58940,28496,28721,4622,6118,4942,6094,18085,2730,4071,1863,4158
05/03/2024 00:00,49381,58782,26119,26408,4223,5820,4633,5731,17164,2641,3929,1665,3804
05/03/2024 01:00,47896,56342,24303,24919,3907,5652,4423,5476,16709,2538,3624,1559,3565
05/03/2024 02:00,47174,54765,23140,24108,3736,5539,4256,5404,16452,2532,3400,1516,3458
05/03/2024 03:00,47608,53980,22757,23905,3602,5526,4239,5344,16642,2530,3213,1479,3424
05/03/2024 04:00,49149,51662,22587,24303,3615,5583,4385,5610,17008,2629,3258,1517,3469
05/03/2024 05:00,52534,50942,23013,26119,3849,5772,4754,6247,17975,2832,3462,1680,3623
05/03/2024 06:00,59901,53322,25373,31378,4594,6357,5360,7445,20389,3219,3840,2019,4080
05/03/2024 07:00,64613,58449,29659,36886,5233,6959,5411,8173,22500,3357,4231,2232,4557
05/03/2024 08:00,67802,62537,31885,40365,5546,7363,5034,8359,23475,3370,4304,2262,4877
05/03/2024 09:00,69243,64344,31411,41026,5722,7317,4523,8224,23589,3357,4257,2182,4927
05/03/2024 10:00,69992,64649,30407,39145,5657,7078,4386,8059,23455,3200,4167,2047,4829
05/03/2024 11:00,70041,63702,29327,38273,5948,6810,4299,7892,23800,3252,4116,2028,4778
05/03/2024 12:00,68743,63635,28750,35976,6143,6652,4320,7543,23893,3255,4039,1987,4663
05/03/2024 13:00,67839,62594,28446,36375,6134,6599,4425,7362,24072,3216,3984,1939,4609
05/03/2024 14:00,66464,59965,27987,38578,5775,6481,4615,7287,23624,3197,3930,1948,4583
05/03/2024 15:00,65715,59478,27527,38971,5597,6490,4957,7426,23436,3167,3925,1955,4660
05/03/2024 16:00,65453,58444,27474,38806,5512,6701,5305,7648,23420,3279,4014,2044,4740
05/03/2024 17:00,66340,56949,28457,38485,5599,7050,5643,8018,23643,3371,4284,2169,4861
05/03/2024 18:00,68052,57715,29527,40258,6022,7564,5995,8214,24036,3495,4530,2380,5206
05/03/2024 19:00,67350,62119,31838,40754,6413,7787,6001,7950,24060,3458,4583,2462,5340
05/03/2024 20:00,63856,66101,34213,38824,6403,7649,5814,7452,23302,3364,4496,2403,5134
05/03/2024 21:00,59989,63329,34540,35890,6030,7303,5570,6878,21786,3126,4373,2335,4880
05/03/2024 22:00,56526,60243,31597,32059,5498,6698,5286,6613,20185,2918,4233,2119,4644
05/03/2024 23:00,52879,60717,28572,29081,5048,6198,5013,6109,18885,2782,4121,1879,4348
06/03/2024 00:00,50191,60243,26219,26295,4603,5852,4699,5664,17808,2678,3967,1686,3991
06/03/2024 01:00,48467,57849,24673,24766,4286,5706,4459,5397,17211,2574,3672,1566,3746
06/03/2024 02:00,47691,56511,23559,24076,4206,5585,4311,5319,17006,2589,3417,1494,3625
06/03/2024 03:00,48149,55886,23015,23825,4101,5550,4281,5305,16958,2535,3282,1482,3597
06/03/2024 04:00,49424,53689,22904,24128,4093,5585,4439,5488,17368,2629,3267,1522,3635
06/03/2024 05:00,52329,52917,23417,25943,4249,5788,4838,6194,18362,2833,3499,1671,3822
06/03/2024 06:00,58968,55332,25743,31301,4663,6307,5455,7419,20809,3223,3843,1990,4302
06/03/2024 07:00,63427,60420,29906,37125,5303,7000,5501,8196,22904,3378,4202,2237,4742
06/03/2024 08:00,65721,64225,32113,41767,5486,7403,5193,8407,23755,3406,4344,2340,5001
06/03/2024 09:00,66069,66211,31746,42546,5734,7479,4841,8345,23732,3405,4359,2311,4950
06/03/2024 10:00,66336,66260,30916,42057,5759,7291,4599,8191,23810,3260,4289,2257,4721
06/03/2024 11:00,65903,64585,29782,41765,5560,7056,4530,7953,23998,3301,4261,2284,4543
06/03/2024 12:00,65572,63878,28907,39804,5520,6958,4640,7601,24128,3287,4218,2249,4405
06/03/2024 13:00,65083,62243,28700,38600,5459,7034,4701,7456,24333,3234,4145,2202,4384
