Date,DE,FR,ES,IT,GR,RO,HU,AT,PL,SK,RS,HR,BG
01/01/2024 00:00,40170,52847,22047,20694,4563,5361,4260,5649,14098,2382,4034,1640,3992
01/01/2024 01:00,38818,51600,21378,19910,4301,5177,4122,5481,13695,2280,4021,1561,3886
01/01/2024 02:00,37848,50992,20286,18833,4122,4974,3891,5327,13191,2252,3863,1473,3743
01/01/2024 03:00,37123,48187,19074,17878,3902,4831,3733,5111,12752,2168,3610,1407,3608
01/01/2024 04:00,36754,46479,18261,17312,3765,4732,3685,5071,12708,2148,3444,1370,3521
01/01/2024 05:00,37051,46285,17899,17529,3749,4685,3715,5160,12811,2167,3346,1377,3487
01/01/2024 06:00,36725,46633,17992,18408,3798,4684,3823,5298,13031,2226,3317,1426,3496
01/01/2024 07:00,37321,46820,18363,19022,3900,4674,3929,5599,13043,2267,3294,1457,3577
01/01/2024 08:00,37984,46877,18477,19226,4068,4612,4080,5928,13265,2366,3468,1525,3770
01/01/2024 09:00,39952,47690,18596,20353,4483,4527,4271,6167,13970,2519,3663,1655,3940
01/01/2024 10:00,42309,49158,19548,21360,4827,4417,4289,6278,14833,2540,3846,1809,4010
01/01/2024 11:00,44829,50275,20895,21868,5073,4385,4146,6273,15594,2688,3904,1908,4006
01/01/2024 12:00,45824,50897,21173,22387,5117,4522,4164,6164,16178,2662,3936,1902,3966
01/01/2024 13:00,45252,49197,21283,21836,4851,4615,4180,6106,16679,2641,3959,1823,3850
01/01/2024 14:00,44904,48355,21549,21533,4410,4679,4334,6122,16670,2618,3912,1768,3765
01/01/2024 15:00,44952,47879,20842,21872,4288,4827,4595,6334,16753,2550,3939,1752,3820
01/01/2024 16:00,46881,47633,20762,23076,4341,5184,4919,6715,17334,2732,4154,1866,4073
01/01/2024 17:00,50121,50761,21844,25730,4773,5670,5021,7054,17323,2746,4177,1987,4552
01/01/2024 18:00,50199,53965,24291,26627,5188,5758,5037,7060,17263,2741,4169,2005,4720
01/01/2024 19:00,49118,54973,25962,27210,5280,5742,5041,6857,17302,2753,4181,2031,4686
01/01/2024 20:00,47072,53641,26984,26706,5291,5675,4960,6501,17014,2728,4141,2030,4558
01/01/2024 21:00,45149,52244,27543,25405,5154,5512,4802,6143,16214,2612,4034,2034,4388
01/01/2024 22:00,43664,53034,26266,23519,4906,5280,4582,6156,15425,2491,4055,1929,4253
01/01/2024 23:00,41057,53157,24043,21405,4626,5009,4325,5764,14435,2374,4098,1758,3985
02/01/2024 00:00,38390,50832,21831,19558,4220,4793,4072,5590,13653,2275,4100,1587,3718
02/01/2024 01:00,37078,49234,20025,18195,3903,4628,3929,5329,13217,2176,3871,1450,3506
02/01/2024 02:00,37042,48397,18892,17554,3803,4534,3785,5226,12978,2176,3646,1382,3398
02/01/2024 03:00,37358,46148,18388,17358,3664,4487,3749,5179,13101,2186,3431,1366,3359
02/01/2024 04:00,39412,45319,18296,17646,3554,4485,3876,5375,13510,2268,3379,1395,3386
02/01/2024 05:00,42454,46963,18775,19183,3621,4568,4229,5954,14636,2431,3403,1517,3520
02/01/2024 06:00,47726,50314,20973,22838,3936,4693,4768,6715,17229,2734,3507,1803,3849
02/01/2024 07:00,52565,53487,24568,26577,4357,4908,5164,7491,19191,2932,3633,2021,4280
02/01/2024 08:00,56047,55847,27605,29944,4793,5180,5246,7918,20307,3090,3880,2191,4807
02/01/2024 09:00,57931,57652,29481,31906,5262,5510,5179,8158,21046,3225,4068,2258,5188
02/01/2024 10:00,59510,59159,30523,31840,5605,5614,5172,8229,21249,3177,4104,2256,5280
02/01/2024 11:00,60929,60575,30410,31011,5815,5460,5283,8375,21561,3298,4088,2254,5289
02/01/2024 12:00,61270,61433,30355,30416,5918,5198,5297,8213,21725,3337,4027,2241,5198
02/01/2024 13:00,60607,60080,30734,30177,5906,5109,5457,8061,22048,3335,4003,2177,5028
02/01/2024 14:00,59705,59888,31011,31204,5744,5166,5642,8005,21734,3270,3954,2128,4864
02/01/2024 15:00,60067,58747,30645,31414,5703,5441,5805,8091,21877,3195,4019,2140,4851
02/01/2024 16:00,61427,57433,30439,32253,5575,5819,5987,8318,22419,3347,4272,2276,4976
02/01/2024 17:00,63377,58778,30823,34122,5766,6375,5940,8448,22290,3308,4420,2410,5282
02/01/2024 18:00,63072,61040,32179,34039,6142,6432,5850,8275,21949,3256,4351,2379,5504
02/01/2024 19:00,61215,61209,32814,33887,6162,6375,5778,7862,21705,3212,4398,2376,5491
02/01/2024 20:00,58094,58059,33240,32093,6106,6225,5614,7314,21113,3150,4300,2322,5309
02/01/2024 21:00,54778,55019,33234,29473,5825,5966,5465,6795,19855,3001,4259,2260,5144
02/01/2024 22:00,52006,54961,30688,26608,5431,5630,5253,6673,18607,2815,4238,2122,4949
02/01/2024 23:00,49068,54616,27597,23680,5022,5290,4963,6178,17226,2669,4231,1917,4602
03/01/2024 00:00,46137,52058,25166,21273,4546,5006,4644,5903,16157,2529,4185,1702,4249
03/01/2024 01:00,44335,50384,23231,19764,4189,4829,4393,5619,15546,2418,3933,1553,4015
03/01/2024 02:00,43295,49378,21832,19008,4063,4710,4204,5498,15405,2436,3661,1477,3889
03/01/2024 03:00,43656,47164,21187,18837,3935,4655,4125,5435,15333,2420,3444,1445,3827
03/01/2024 04:00,45082,46297,20911,19095,3847,4680,4235,5523,15769,2494,3402,1463,3844
03/01/2024 05:00,47958,47997,21300,20507,3932,4864,4556,6057,16800,2644,3481,1571,3997
03/01/2024 06:00,53736,52066,23120,24032,4358,5375,5076,6843,19404,2928,3740,1846,4461
03/01/2024 07:00,58239,55581,26198,27931,4926,5977,5472,7524,21485,3095,3973,2042,4953
03/01/2024 08:00,60985,58221,28981,31316,5447,6494,5600,7885,22722,3216,4262,2177,5365
03/01/2024 09:00,62279,59455,30744,32932,5949,6886,5535,7912,22945,3322,4471,2239,5598
03/01/2024 10:00,63085,60022,31568,33044,6128,7050,5409,7760,22852,3250,4473,2235,5555
03/01/2024 11:00,64448,60811,31355,32091,6154,7083,5352,7631,22971,3390,4507,2251,5561
03/01/2024 12:00,64461,60735,30652,31353,6166,7072,5451,7412,23052,3359,4482,2232,5518
03/01/2024 13:00,63089,59067,31036,30656,6160,7078,5490,7315,23236,3333,4439,2185,5486
03/01/2024 14:00,61938,58893,31137,31152,6032,6935,5540,7330,22836,3247,4382,2125,5417
03/01/2024 15:00,61490,57683,30500,31407,6078,6886,5726,7558,22938,3208,4380,2110,5347
03/01/2024 16:00,62105,56846,30204,32681,5964,7035,5979,7944,23417,3387,4581,2232,5353
03/01/2024 17:00,64559,58996,30427,34890,6128,7436,6009,8218,23486,3373,4627,2367,5542
03/01/2024 18:00,64586,61693,31649,34798,6455,7451,5935,8118,23186,3349,4574,2349,5690
03/01/2024 19:00,62472,62084,32294,34584,6475,7318,5870,7745,22944,3290,4560,2365,5646
03/01/2024 20:00,58667,58888,32786,32571,6356,7080,5695,7312,22288,3219,4425,2308,5424
03/01/2024 21:00,55714,55723,32660,29946,6001,6743,5526,6771,20909,3029,4332,2249,5192
03/01/2024 22:00,52735,55781,30432,26935,5541,6302,5279,6621,19363,2859,4322,2104,4949
03/01/2024 23:00,49000,55519,27690,24183,5196,5873,4981,6119,17998,2703,4334,1900,4587
04/01/2024 00:00,46366,53126,25299,21802,4765,5598,4672,5808,16908,2574,4295,1704,4229
04/01/2024 01:00,45278,51288,23415,20314,4387,5395,4439,5547,16427,2482,4015,1557,4009
04/01/2024 02:00,44642,50469,21996,19621,4269,5258,4254,5449,16057,2508,3716,1467,3903
04/01/2024 03:00,45027,48260,21366,19342,4126,5209,4193,5408,15976,2482,3514,1449,3870
04/01/2024 04:00,46280,47341,21050,19625,4080,5255,4330,5540,16399,2533,3460,1468,3891
04/01/2024 05:00,48751,49266,21405,21067,4213,5415,4643,6085,17352,2659,3541,1586,4057
04/01/2024 06:00,53684,53286,23299,24760,4544,5804,5209,6819,19854,2893,3743,1866,4532
04/01/2024 07:00,59303,57123,26427,28783,5099,6388,5587,7522,21717,3030,4002,2055,5040
04/01/2024 08:00,62947,60152,29080,31884,5557,6835,5541,7954,22639,3146,4245,2191,5360
04/01/2024 09:00,64255,60875,30756,33207,5958,7016,5281,8208,23017,3265,4439,2230,5402
04/01/2024 10:00,65365,61051,31561,32754,6087,6942,5154,8214,22917,3235,4433,2157,5225
04/01/2024 11:00,65555,61337,31619,32076,6025,6887,5257,8161,23326,3395,4463,2122,5065
04/01/2024 12:00,65595,60736,31597,30694,5997,6877,5450,7887,23690,3385,4423,2087,4859
04/01/2024 13:00,64723,58823,31822,29957,5940,6875,5550,7680,23624,3364,4379,2049,4731
04/01/2024 14:00,63715,58079,31930,30613,5783,6842,5630,7648,23234,3300,4237,2025,4728
04/01/2024 15:00,63035,57162,31175,31017,5719,6922,5837,7810,23291,3269,4238,2038,4867
04/01/2024 16:00,63828,56459,30895,32167,5634,7085,6060,8073,23935,3451,4489,2172,5098
04/01/2024 17:00,65705,58760,30923,34640,5935,7530,6070,8348,23876,3421,4599,2348,5384
04/01/2024 18:00,64840,61750,31901,35042,6301,7562,5993,8196,23716,3364,4589,2349,5587
04/01/2024 19:00,63363,62120,32477,35007,6352,7473,5934,7868,23559,3332,4542,2363,5555
04/01/2024 20:00,59665,58945,32889,32955,6249,7309,5771,7386,22962,3240,4468,2308,5327
04/01/2024 21:00,56430,56198,32810,30278,5912,6935,5593,6855,21606,3072,4347,2237,5123
04/01/2024 22:00,53469,56465,30431,27139,5557,6411,5359,6746,20054,2881,4368,2107,4934
04/01/2024 23:00,50083,56200,27592,24313,5165,5972,5073,6280,18834,2730,4397,1915,4584
05/01/2024 00:00,46883,53666,25318,21923,4686,5687,4775,5984,17902,2609,4348,1698,4249
05/01/2024 01:00,45242,51800,23324,20378,4358,5485,4571,5715,17343,2511,4065,1559,4016
05/01/2024 02:00,44115,51003,21962,19602,4260,5362,4381,5553,17123,2520,3752,1476,3896
05/01/2024 03:00,44397,48917,21197,19297,4169,5313,4329,5465,17094,2490,3553,1458,3846
05/01/2024 04:00,45672,48163,20825,19609,4148,5342,4444,5615,17568,2585,3500,1482,3893
05/01/2024 05:00,48108,50244,21151,21039,4311,5473,4765,6168,18418,2729,3595,1596,4064
05/01/2024 06:00,52828,54104,22762,24572,4705,5903,5378,6929,20980,3051,3857,1872,4534
05/01/2024 07:00,58204,57936,25659,28617,5218,6467,5726,7627,22927,3222,4158,2084,5009
05/01/2024 08:00,61651,60997,28106,32128,5699,6836,5666,8046,23810,3303,4318,2212,5296
05/01/2024 09:00,63237,62376,29789,34277,6055,6821,5424,8207,24293,3416,4399,2283,5256
05/01/2024 10:00,64022,62854,30359,34449,6073,6591,5222,8301,24179,3326,4400,2283,4978
05/01/2024 11:00,64775,63285,30092,34320,5966,6378,5253,8249,24300,3430,4382,2317,4788
05/01/2024 12:00,64509,62681,30061,33426,5920,6207,5422,7915,24516,3398,4344,2296,4635
05/01/2024 13:00,63212,60656,30036,32871,5874,6237,5623,7727,24288,3373,4355,2236,4554
05/01/2024 14:00,62149,60136,29896,33208,5650,6377,5767,7675,23949,3332,4337,2198,4523
05/01/2024 15:00,61705,59026,29069,33524,5600,6624,5985,7804,23898,3334,4403,2182,4656
05/01/2024 16:00,62787,58096,28627,34153,5561,7065,6181,8133,24524,3502,4621,2284,4866
05/01/2024 17:00,65095,60567,28759,35491,5895,7574,6154,8384,24445,3486,4777,2390,5191
05/01/2024 18:00,64998,63464,29598,35320,6303,7672,6034,8228,24032,3410,4662,2349,5418
05/01/2024 19:00,63064,63539,29837,34728,6328,7530,5954,7810,23673,3358,4712,2344,5391
05/01/2024 20:00,59468,60647,30077,32547,6239,7381,5785,7305,23064,3276,4621,2273,5165
05/01/2024 21:00,56368,58149,30164,29795,5876,7023,5628,6770,21729,3079,4479,2202,4961
05/01/2024 22:00,53853,58513,28408,26892,5529,6464,5423,6650,20426,2891,4435,2066,4796
05/01/2024 23:00,50416,58566,26304,24291,5089,6026,5137,6188,19165,2750,4423,1893,4483
06/01/2024 00:00,47558,56316,24525,22390,4671,5711,4835,5876,17941,2614,4342,1685,4149
06/01/2024 01:00,45836,54622,22736,20839,4307,5481,4606,5564,17202,2483,4054,1541,3901
06/01/2024 02:00,44859,53585,21130,19764,4221,5360,4410,5418,16716,2487,3749,1457,3764
06/01/2024 03:00,44223,51213,20161,19262,4054,5286,4298,5286,16506,2444,3486,1427,3715
06/01/2024 04:00,44314,49670,19733,19083,3949,5256,4332,5274,16333,2462,3431,1416,3722
06/01/2024 05:00,44638,49984,19597,19761,3947,5329,4408,5475,16207,2468,3465,1443,3777
06/01/2024 06:00,45245,51495,19837,20981,4020,5443,4632,5740,16462,2554,3554,1525,3950
06/01/2024 07:00,46848,53366,20470,22719,4167,5694,4914,6187,16823,2652,3719,1605,4221
06/01/2024 08:00,50411,55416,21157,24339,4360,5872,5199,6653,17794,2794,4029,1732,4621
06/01/2024 09:00,53938,57695,22378,26415,4621,5982,5450,7152,18938,3037,4267,1901,4902
06/01/2024 10:00,55907,59424,24080,27632,4828,5908,5642,7529,19799,3111,4410,2035,4925
06/01/2024 11:00,57657,60193,24597,28408,5125,5825,5799,7822,20272,3319,4530,2135,4836
06/01/2024 12:00,58011,60746,24607,28625,5315,5821,5826,7743,20459,3250,4564,2159,4766
06/01/2024 13:00,56948,58772,24612,27011,5205,5919,5738,7553,20591,3173,4630,2091,4683
06/01/2024 14:00,56351,57933,24561,26080,4895,5849,5684,7358,20407,3096,4526,2009,4600
06/01/2024 15:00,56437,57089,23613,26184,4770,5968,5711,7313,20184,3017,4465,1968,4594
06/01/2024 16:00,57205,56276,23494,27153,4766,6191,5839,7363,20593,3128,4593,2040,4733
06/01/2024 17:00,59214,58673,24201,29528,5011,6627,5785,7526,20455,3066,4510,2125,5072
06/01/2024 18:00,59278,61731,26178,30547,5418,6741,5709,7459,20209,3044,4351,2116,5208
06/01/2024 19:00,57655,62440,27475,31024,5446,6720,5664,7210,19960,3002,4233,2133,5074
06/01/2024 20:00,54550,60172,28182,29698,5431,6587,5511,6851,19586,2962,4171,2093,4843
06/01/2024 21:00,52155,57888,28768,27579,5219,6364,5299,6477,18766,2818,4185,2087,4639
06/01/2024 22:00,50915,58732,27850,25380,4997,5938,5068,6445,18063,2703,4114,1987,4551
06/01/2024 23:00,48122,59165,26062,23250,4750,5577,4798,6104,17040,2608,4156,1834,4315
07/01/2024 00:00,45383,57066,24106,21345,4396,5331,4500,5853,16326,2496,4118,1648,4033
07/01/2024 01:00,43746,55416,22195,19771,3987,5174,4324,5585,15637,2400,3881,1514,3803
07/01/2024 02:00,43049,54491,20702,18777,3858,5060,4148,5500,15472,2414,3597,1441,3647
07/01/2024 03:00,42567,52059,19803,18253,3717,5001,4062,5426,15362,2395,3367,1408,3546
07/01/2024 04:00,42672,50455,19307,18211,3652,5022,4081,5477,15476,2410,3282,1394,3539
07/01/2024 05:00,42593,50817,19281,18802,3653,5080,4182,5662,15633,2478,3317,1430,3582
07/01/2024 06:00,42738,51905,19733,20152,3823,5231,4406,5949,16279,2581,3442,1529,3681
07/01/2024 07:00,44373,53393,20658,21457,4036,5390,4665,6357,16819,2701,3647,1620,3899
07/01/2024 08:00,46911,55145,21553,22889,4236,5622,5015,6839,17612,2892,3895,1751,4305
07/01/2024 09:00,50727,57802,22783,25005,4644,5810,5413,7319,18909,3184,4105,1945,4639
07/01/2024 10:00,53437,60530,24279,26366,5063,5943,5676,7665,19807,3279,4206,2106,4744
07/01/2024 11:00,56027,62324,24749,27334,5405,5993,5821,7917,20460,3470,4188,2215,4750
07/01/2024 12:00,56856,63705,24718,28002,5623,6051,5787,7833,20701,3387,4018,2211,4689
07/01/2024 13:00,55751,61564,25077,27085,5645,6032,5687,7671,20969,3285,3877,2116,4546
07/01/2024 14:00,54913,60613,25875,26351,5293,5990,5638,7455,20649,3219,3702,2039,4526
07/01/2024 15:00,54643,59790,25339,26349,5266,6055,5697,7453,20467,3147,3605,2006,4597
07/01/2024 16:00,56329,59040,25148,27127,5169,6248,5891,7584,21025,3334,3778,2087,4805
07/01/2024 17:00,59864,61440,25828,29538,5424,6668,5944,7874,21256,3328,3865,2202,5181
07/01/2024 18:00,60473,65506,28369,30590,5812,6804,5930,7890,21490,3382,3913,2221,5313
07/01/2024 19:00,59068,66885,30366,31167,5866,6763,5928,7693,21570,3314,3925,2250,5197
07/01/2024 20:00,56368,64693,31559,30123,5823,6655,5771,7324,21186,3272,3956,2244,4996
07/01/2024 21:00,54747,62629,32072,28222,5568,6395,5528,6972,20235,3092,3938,2224,4786
07/01/2024 22:00,54224,62893,30202,25655,5251,5966,5255,7042,19441,2973,4019,2090,4625
07/01/2024 23:00,51707,62801,27351,23099,4872,5590,4974,6679,18291,2831,4029,1875,4298
08/01/2024 00:00,50045,60632,24806,20796,4422,5315,4684,6499,17484,2726,4093,1678,3963
08/01/2024 01:00,48531,59142,22810,19553,4072,5171,4581,6256,17180,2669,3903,1557,3715
08/01/2024 02:00,48045,58780,21687,19030,4021,5100,4460,6239,16919,2697,3643,1505,3588
08/01/2024 03:00,48212,57014,21283,18893,3955,5124,4427,6235,17042,2683,3481,1485,3567
08/01/2024 04:00,49203,56557,21154,19362,3875,5215,4600,6403,17598,2792,3438,1525,3627
08/01/2024 05:00,52498,59548,21854,21605,4081,5493,5046,7093,18830,3011,3513,1687,3812
08/01/2024 06:00,60305,65468,24494,27932,4639,6179,5951,8272,22135,3483,3731,2093,4332
08/01/2024 07:00,66176,71080,29326,34583,5357,7105,6427,9236,24658,3757,3968,2418,4879
08/01/2024 08:00,69648,74112,33652,39420,5753,7830,6605,9848,25977,3885,4326,2572,5361
08/01/2024 09:00,70158,75720,34518,41336,6077,8232,6613,10128,26662,3948,4557,2656,5630
08/01/2024 10:00,69722,76521,34463,41318,6157,8275,6550,10263,26831,3795,4628,2654,5660
08/01/2024 11:00,69756,77504,33623,41377,6135,8240,6464,10268,27030,3920,4686,2673,5676
08/01/2024 12:00,69316,77224,33075,39226,6028,8198,6486,10121,26985,3888,4712,2662,5605
08/01/2024 13:00,69045,75642,32796,39251,5984,8250,6445,9995,26930,3864,4737,2605,5621
08/01/2024 14:00,68221,75575,32732,40452,5925,8097,6475,9871,26536,3879,4684,2562,5610
08/01/2024 15:00,67905,74755,33013,40823,5985,7959,6644,9818,26455,3848,4662,2518,5662
08/01/2024 16:00,68308,73624,33306,41390,6066,8001,6817,9866,27080,4037,4841,2604,5731
08/01/2024 17:00,70711,75796,34223,42106,6292,8339,6830,9990,27106,4002,4931,2734,5901
08/01/2024 18:00,70678,79460,35773,41094,6635,8331,6759,9832,26694,3953,4909,2706,6050
08/01/2024 19:00,69327,79937,36939,40460,6729,8237,6691,9405,26546,3889,4940,2745,6017
08/01/2024 20:00,65828,76032,37810,38235,6640,8015,6501,8888,26007,3810,4910,2686,5846
08/01/2024 21:00,62587,72579,37399,35317,6264,7597,6255,8340,24547,3574,4757,2599,5673
08/01/2024 22:00,59977,72429,33944,31283,5722,7087,5991,8109,23091,3369,4781,2395,5462
08/01/2024 23:00,56515,71951,30258,27973,5262,6610,5683,7577,21709,3199,4821,2137,5113
09/01/2024 00:00,54800,69500,27554,25592,4893,6288,5368,7305,20706,3069,4769,1898,4771
09/01/2024 01:00,53014,68501,25502,24303,4543,6092,5148,6983,20274,2974,4507,1767,4568
09/01/2024 02:00,52305,68037,24144,23459,4412,5967,4972,6894,20007,3031,4221,1688,4474
09/01/2024 03:00,51986,65870,23559,23162,4303,5942,4918,6768,19947,3030,4018,1668,4443
09/01/2024 04:00,52933,65145,23413,23544,4265,5959,5057,6905,20348,3117,3977,1694,4509
09/01/2024 05:00,56133,67826,23934,25494,4435,6157,5458,7517,21300,3318,4059,1872,4684
09/01/2024 06:00,62378,73084,26255,31269,4966,6714,6245,8694,24176,3785,4429,2263,5152
09/01/2024 07:00,68219,78223,30778,38035,5762,7543,6679,9655,26406,4015,4729,2561,5700
09/01/2024 08:00,70871,80767,34544,42483,6328,8122,6701,10066,27562,4048,5072,2707,6191
09/01/2024 09:00,70857,81582,35373,44090,6662,8405,6573,10149,28272,4066,5198,2743,6498
09/01/2024 10:00,70830,81775,35631,43304,6839,8403,6380,10075,28304,3874,5241,2706,6528
09/01/2024 11:00,70792,82149,35170,42718,6821,8235,6221,9949,28050,3931,5223,2721,6539
09/01/2024 12:00,70341,81338,34772,40668,6937,8165,6177,9806,27796,3872,5205,2722,6496
09/01/2024 13:00,68867,79529,34950,40345,6792,8128,6167,9671,27664,3823,5151,2622,6504
09/01/2024 14:00,67306,78653,35044,41087,6601,7993,6258,9523,26987,3791,5048,2576,6506
09/01/2024 15:00,67221,77163,34784,41640,6693,7945,6579,9600,26769,3792,4997,2552,6534
09/01/2024 16:00,68084,76341,34758,42221,6799,8059,6854,9769,27442,4018,5159,2667,6555
09/01/2024 17:00,71236,78498,35113,43296,6902,8429,6918,10000,27610,4045,5237,2825,6698
09/01/2024 18:00,71059,82077,36364,42806,7249,8491,6883,9828,27337,4018,5229,2815,6869
09/01/2024 19:00,69586,82482,37436,42179,7357,8386,6844,9404,27116,3982,5216,2830,6812
09/01/2024 20:00,66125,78945,37923,39777,7312,8194,6658,8816,26573,3874,5131,2760,6548
09/01/2024 21:00,63224,75306,37454,36591,6841,7765,6414,8214,24968,3650,5030,2692,6304
09/01/2024 22:00,60247,74965,34151,32899,6299,7186,6134,7979,23410,3432,5032,2484,6041
09/01/2024 23:00,57336,74208,30306,29663,5757,6692,5864,7543,21911,3290,5030,2221,5644
10/01/2024 00:00,55036,71665,27650,26578,5175,6385,5530,7227,20831,3139,5022,1974,5301
10/01/2024 01:00,53368,70544,25639,25012,4765,6228,5292,6961,20302,3046,4744,1831,5051
10/01/2024 02:00,52543,69886,24163,24131,4665,6102,5127,6812,20091,3110,4467,1762,4939
10/01/2024 03:00,52446,67618,23579,23861,4501,6090,5084,6722,20146,3089,4261,1741,4916
10/01/2024 04:00,53119,66634,23458,24200,4463,6154,5241,6878,20592,3183,4232,1779,4961
10/01/2024 05:00,56026,68895,23886,26185,4634,6335,5652,7563,21543,3390,4341,1931,5142
10/01/2024 06:00,62505,73655,26347,32097,5105,6924,6489,8777,24494,3852,4642,2316,5650
10/01/2024 07:00,68075,78398,30860,38645,5968,7801,6875,9786,26538,4077,5033,2651,6148
10/01/2024 08:00,70667,81460,34447,43096,6503,8326,6708,10178,27583,4122,5310,2789,6576
10/01/2024 09:00,71470,82433,35418,44639,6988,8404,6289,9976,28118,4072,5448,2782,6705
10/01/2024 10:00,71238,82420,36117,43908,7333,8152,5915,9682,27984,3841,5397,2714,6526
10/01/2024 11:00,70909,82436,36093,43150,7280,7829,5736,9422,27928,3895,5346,2682,6336
10/01/2024 12:00,70050,82800,35966,41054,7311,7641,5732,9112,27685,3834,5295,2652,6170
10/01/2024 13:00,68746,80624,36188,40683,7221,7606,5795,9014,27423,3795,5226,2576,6048
10/01/2024 14:00,67476,79902,35961,41830,7014,7560,6052,8971,26824,3775,5144,2525,5970
10/01/2024 15:00,67311,78440,35414,42638,6998,7676,6492,9252,26790,3783,5115,2539,6047
10/01/2024 16:00,68448,77311,35089,43306,6917,7947,6897,9624,27385,4039,5324,2678,6188
10/01/2024 17:00,71088,79048,35111,44292,7081,8414,7016,9880,27457,4056,5503,2892,6482
10/01/2024 18:00,70733,82582,36028,43542,7478,8511,6989,9773,27136,4031,5503,2870,6799
10/01/2024 19:00,69511,82505,37202,42907,7551,8439,6976,9360,26989,4010,5453,2898,6793
10/01/2024 20:00,66369,78339,37820,40416,7431,8250,6785,8848,26167,3917,5371,2837,6589
10/01/2024 21:00,63116,74552,37113,37232,6963,7807,6548,8260,24611,3671,5265,2762,6364
10/01/2024 22:00,60388,74231,33714,33327,6423,7257,6275,8061,22920,3457,5242,2550,6123
10/01/2024 23:00,57235,73547,30104,29985,5922,6739,5987,7553,21523,3280,5244,2284,5731
11/01/2024 00:00,55497,71308,27480,27040,5315,6449,5649,7248,20544,3153,5219,2046,5400
11/01/2024 01:00,54369,70114,25529,25313,4855,6247,5412,6985,20020,3077,4889,1896,5158
11/01/2024 02:00,53264,69627,24184,24522,4726,6145,5264,6879,19752,3118,4640,1825,5056
11/01/2024 03:00,53321,67617,23597,24302,4587,6090,5197,6818,19786,3131,4422,1817,5022
11/01/2024 04:00,54278,66669,23415,24634,4543,6180,5366,6996,20182,3224,4413,1862,5067
11/01/2024 05:00,57390,68985,23841,26811,4733,6371,5766,7698,21080,3445,4501,2030,5285
11/01/2024 06:00,63831,74093,26220,32257,5305,7021,6588,8955,23843,3898,4835,2438,5823
11/01/2024 07:00,69392,78917,30813,39039,6181,7806,6942,9905,25810,4090,5189,2729,6320
11/01/2024 08:00,71974,81054,34428,43325,6744,8360,6812,10230,26795,4131,5466,2850,6711
11/01/2024 09:00,72159,81640,35262,44609,7162,8428,6394,9961,27366,4099,5616,2847,6748
11/01/2024 10:00,71926,81183,35532,43995,7373,8076,6040,9726,27464,3834,5651,2774,6477
11/01/2024 11:00,71881,80882,34735,42928,7448,7799,5867,9423,27558,3892,5584,2748,6239
11/01/2024 12:00,71182,78897,33857,40608,7424,7610,5891,9124,27569,3899,5562,2678,6009
11/01/2024 13:00,70395,75928,33866,39967,7243,7584,5997,9008,27337,3926,5511,2554,5870
11/01/2024 14:00,68729,74500,33539,41326,7053,7599,6311,9008,26726,3922,5385,2521,5790
11/01/2024 15:00,68330,73001,33237,41541,7032,7680,6715,9280,26458,3869,5377,2547,5840
11/01/2024 16:00,69341,72312,33320,42365,6940,7951,6996,9597,26961,4066,5531,2651,6025
11/01/2024 17:00,71401,75311,33954,43566,7222,8360,7073,9902,26888,4063,5670,2889,6404
11/01/2024 18:00,70808,79400,35632,43165,7692,8487,7021,9792,26504,3996,5656,2879,6728
11/01/2024 19:00,69581,79979,37194,42518,7743,8395,6945,9363,26297,3963,5601,2905,6719
11/01/2024 20:00,66048,76711,37937,40410,7605,8201,6724,8761,25590,3852,5532,2845,6515
11/01/2024 21:00,62573,73436,37451,37453,7126,7815,6454,8106,23948,3605,5405,2774,6280
11/01/2024 22:00,59745,73598,34387,33455,6606,7213,6158,7856,22193,3403,5380,2558,6051
11/01/2024 23:00,56121,73211,30792,30279,6027,6716,5855,7361,20878,3239,5370,2298,5672
12/01/2024 00:00,53737,70877,28026,27550,5416,6397,5543,7072,19766,3101,5271,2054,5315
12/01/2024 01:00,52425,69624,25922,25785,4985,6196,5328,6756,19273,3000,4989,1894,5130
12/01/2024 02:00,52005,69038,24628,24983,4908,6061,5134,6655,19032,3037,4738,1828,4995
12/01/2024 03:00,52015,66776,24181,24705,4756,6002,5093,6575,19061,3011,4519,1814,4964
12/01/2024 04:00,53285,65786,23950,25019,4694,6054,5242,6748,19514,3102,4475,1843,5009
12/01/2024 05:00,56643,68026,24423,27155,4839,6327,5640,7357,20517,3319,4568,2001,5191
12/01/2024 06:00,62864,72886,26828,32913,5405,6910,6421,8423,23333,3796,4859,2415,5682
12/01/2024 07:00,67933,77833,31482,39773,6236,7743,6817,9437,25282,4003,5225,2711,6159
12/01/2024 08:00,70660,80173,35057,43773,6754,8336,6800,9911,26278,4072,5513,2840,6554
12/01/2024 09:00,72068,80469,35927,45113,7220,8507,6594,9951,26765,4075,5652,2832,6649
12/01/2024 10:00,72630,80220,35820,44008,7455,8452,6335,9906,26900,3904,5660,2830,6467
12/01/2024 11:00,72705,80094,34865,42433,7376,8322,6207,9715,26984,3995,5649,2820,6288
12/01/2024 12:00,72207,78846,34234,40042,7333,8174,6238,9350,26791,3929,5660,2733,6145
12/01/2024 13:00,70747,76501,33711,39687,7276,8117,6321,9088,26811,3876,5597,2671,6088
12/01/2024 14:00,69254,75251,33090,40491,7120,7987,6449,8976,26240,3846,5463,2598,6058
