date,category,value
2024/1/1 0:00,Biomass,78.69
2024/1/1 0:00,Fossil Brown Coal/Lignite,230.37
2024/1/1 0:00,Fossil Gas,312.75
2024/1/1 0:00,Fossil Hard Coal,27.3
2024/1/1 0:00,Fossil Oil,0.31
2024/1/1 0:00,Geothermal,0.6
2024/1/1 0:00,Hydro Run-of-river and Poundage,7.24
2024/1/1 0:00,Hydro Water Reservoir,0.08
2024/1/1 0:00,Nuclear,1885.77
2024/1/1 0:00,Other,55.86
2024/1/1 0:00,Other Renewable,4.49
2024/1/1 0:00,Solar,0.0
2024/1/1 0:00,Waste,18.57
2024/1/1 0:00,Wind Onshore,99.67
2024/1/1 0:15,Biomass,78.62
2024/1/1 0:15,Fossil Brown Coal/Lignite,231.8
2024/1/1 0:15,Fossil Gas,338.26
2024/1/1 0:15,Fossil Hard Coal,25.25
2024/1/1 0:15,Fossil Oil,0.32
2024/1/1 0:15,Geothermal,0.6
2024/1/1 0:15,Hydro Run-of-river and Poundage,7.24
2024/1/1 0:15,Hydro Water Reservoir,0.08
2024/1/1 0:15,Nuclear,1878.49
2024/1/1 0:15,Other,56.69
2024/1/1 0:15,Other Renewable,4.64
2024/1/1 0:15,Solar,0.0
2024/1/1 0:15,Waste,18.84
2024/1/1 0:15,Wind Onshore,103.39
2024/1/1 0:30,Biomass,78.61
2024/1/1 0:30,Fossil Brown Coal/Lignite,229.34
2024/1/1 0:30,Fossil Gas,401.52
2024/1/1 0:30,Fossil Hard Coal,25.89
2024/1/1 0:30,Fossil Oil,0.29
2024/1/1 0:30,Geothermal,0.6
2024/1/1 0:30,Hydro Run-of-river and Poundage,7.24
2024/1/1 0:30,Hydro Water Reservoir,0.08
2024/1/1 0:30,Nuclear,1874.57
2024/1/1 0:30,Other,56.54
2024/1/1 0:30,Other Renewable,4.93
2024/1/1 0:30,Solar,0.0
2024/1/1 0:30,Waste,18.84
2024/1/1 0:30,Wind Onshore,76.48
2024/1/1 0:45,Biomass,78.6
2024/1/1 0:45,Fossil Brown Coal/Lignite,228.55
2024/1/1 0:45,Fossil Gas,348.6
2024/1/1 0:45,Fossil Hard Coal,25.72
2024/1/1 0:45,Fossil Oil,0.28
2024/1/1 0:45,Geothermal,0.6
2024/1/1 0:45,Hydro Run-of-river and Poundage,7.24
2024/1/1 0:45,Hydro Water Reservoir,0.08
2024/1/1 0:45,Nuclear,1871.47
2024/1/1 0:45,Other,55.62
2024/1/1 0:45,Other Renewable,4.92
2024/1/1 0:45,Solar,0.0
2024/1/1 0:45,Waste,18.24
2024/1/1 0:45,Wind Onshore,51.37
2024/1/1 1:00,Biomass,79.7
2024/1/1 1:00,Fossil Brown Coal/Lignite,227.55
2024/1/1 1:00,Fossil Gas,350.35
2024/1/1 1:00,Fossil Hard Coal,25.09
2024/1/1 1:00,Fossil Oil,0.28
2024/1/1 1:00,Geothermal,0.6
2024/1/1 1:00,Hydro Run-of-river and Poundage,7.24
2024/1/1 1:00,Hydro Water Reservoir,0.08
2024/1/1 1:00,Nuclear,1789.63
2024/1/1 1:00,Other,56.72
2024/1/1 1:00,Other Renewable,4.8
2024/1/1 1:00,Solar,0.0
2024/1/1 1:00,Waste,17.86
2024/1/1 1:00,Wind Onshore,44.46
2024/1/1 1:15,Biomass,79.74
2024/1/1 1:15,Fossil Brown Coal/Lignite,223.71
2024/1/1 1:15,Fossil Gas,414.66
2024/1/1 1:15,Fossil Hard Coal,26.03
2024/1/1 1:15,Fossil Oil,0.31
2024/1/1 1:15,Geothermal,0.6
2024/1/1 1:15,Hydro Run-of-river and Poundage,7.19
2024/1/1 1:15,Hydro Water Reservoir,0.08
2024/1/1 1:15,Nuclear,1667.0
2024/1/1 1:15,Other,56.41
2024/1/1 1:15,Other Renewable,4.8
2024/1/1 1:15,Solar,0.0
2024/1/1 1:15,Waste,17.79
2024/1/1 1:15,Wind Onshore,44.47
2024/1/1 1:30,Biomass,80.39
2024/1/1 1:30,Fossil Brown Coal/Lignite,223.9
2024/1/1 1:30,Fossil Gas,377.93
2024/1/1 1:30,Fossil Hard Coal,24.62
2024/1/1 1:30,Fossil Oil,0.28
2024/1/1 1:30,Geothermal,0.6
2024/1/1 1:30,Hydro Run-of-river and Poundage,7.24
2024/1/1 1:30,Hydro Water Reservoir,0.08
2024/1/1 1:30,Nuclear,1634.56
2024/1/1 1:30,Other,58.24
2024/1/1 1:30,Other Renewable,4.85
2024/1/1 1:30,Solar,0.0
2024/1/1 1:30,Waste,17.2
2024/1/1 1:30,Wind Onshore,60.24
2024/1/1 1:45,Biomass,80.55
