Date,AT,DE,ES,FR,GR,HR,HU,PL,RO,RS,SK
2023/1/1 0:00,-6.12,185.56,-11.65,-39.14,,21.5,-26937.65,377.62,-101.48,50.43,-5.0
2023/1/1 0:15,14.85,-78.96,-11.65,-39.14,,21.5,-30444.96,377.62,-321.79,50.43,-5.0
2023/1/1 0:30,0.66,-76.74,-11.65,-39.0,,21.5,-49939.74,377.62,10.02,50.43,-5.0
2023/1/1 0:45,-0.05,-60.71,-11.65,-39.0,,21.5,-49939.74,377.62,9.79,50.43,-5.0
2023/1/1 1:00,563.86,250.99,-14.65,-31.8,,0.01,-49900.0,318.84,-0.12,61.35,0.5
2023/1/1 1:15,-17.31,237.1,-14.65,-31.8,,0.01,-49900.0,318.84,0.0,61.35,0.5
2023/1/1 1:30,-12.96,225.43,-14.65,-31.77,,0.01,-49900.0,318.84,-0.03,61.35,-5.0
2023/1/1 1:45,-11.42,212.36,-14.65,-31.77,,0.01,-49900.0,318.84,-2.25,61.35,-5.0
2023/1/1 2:00,-4.88,-56.95,-26.7,-26.94,,-0.18,-49900.0,426.05,-1.23,0.0,-5.0
2023/1/1 2:15,-8.38,-70.84,-26.7,-26.94,,-0.18,-47513.57,426.05,-2.26,0.0,-5.0
2023/1/1 2:30,-40.32,-60.93,-26.7,-27.68,,-0.18,-15316.63,426.05,-5.62,0.0,-5.0
2023/1/1 2:45,-133.08,-119.7,-26.7,-27.68,,-0.18,-14241.88,426.05,-96.49,0.0,-5.0
2023/1/1 3:00,-56.62,-56.46,-39.22,-32.15,,-0.63,-29086.22,377.62,-120.16,42.99,-5.0
2023/1/1 3:15,-17.33,-75.1,-39.22,-32.15,,-0.63,-34040.04,377.62,-127.21,42.99,-5.0
2023/1/1 3:30,-36.14,-84.18,-39.22,-28.47,,-0.63,-36003.74,377.62,-120.83,42.99,-5.0
2023/1/1 3:45,-57.35,-56.18,-39.22,-28.47,,-0.63,-36080.94,377.62,-119.01,42.99,-5.0
2023/1/1 4:00,-21.16,192.89,-82.45,-43.47,,-2.03,-33203.88,317.43,-158.77,51.6,-5.0
2023/1/1 4:15,-54.51,-38.43,-82.45,-43.47,,-2.03,-32948.39,317.43,-161.46,51.6,-5.0
2023/1/1 4:30,-33.75,-62.78,-82.45,-32.83,,-2.03,-34554.8,317.43,-155.35,51.6,-5.0
2023/1/1 4:45,-33.83,-57.56,-82.45,-32.83,,-2.03,-35235.39,317.43,-151.27,51.6,-5.0
2023/1/1 5:00,1.87,-81.73,-90.68,-36.43,,-1.33,-35766.88,250.0,-148.62,30.45,-5.0
2023/1/1 5:15,190.96,-19.61,-90.68,-36.43,,-1.33,-34697.21,250.0,-150.94,30.45,-5.0
2023/1/1 5:30,161.14,-3.69,-90.68,-36.54,,-1.33,-31811.72,250.0,-152.66,30.45,-5.0
2023/1/1 5:45,-24.89,-25.45,-90.68,-36.54,,-1.33,-30501.54,250.0,-147.07,30.45,-5.0
2023/1/1 6:00,-39.17,-76.88,-173.78,-28.97,,-1.52,-30532.41,250.0,-137.11,1.8,-5.0
2023/1/1 6:15,-32.68,-58.98,-173.78,-28.97,,-1.52,-30746.43,250.0,-131.74,1.8,-5.0
2023/1/1 6:30,-33.41,-59.66,-173.78,-28.35,,-1.52,-29489.21,250.0,-129.94,1.8,-5.0
2023/1/1 6:45,-34.14,-56.72,-173.78,-28.35,,-1.52,-28988.2,250.0,-6815.95,1.8,-5.0
2023/1/1 7:00,-31.82,-69.73,-117.89,-29.15,,-0.13,-26717.99,250.0,-6975.54,0.0,-5.0
2023/1/1 7:15,-41.66,-66.41,-117.89,-29.15,,-0.13,-5293.27,250.0,-6824.56,0.0,-5.0
2023/1/1 7:30,-34.44,-178.79,-117.89,-29.43,,-0.13,-6068.3,250.0,-6615.5,0.0,-5.0
2023/1/1 7:45,-60.28,-834.18,-117.89,-29.43,,-0.13,-6756.92,250.0,-6780.47,0.0,-5.0
2023/1/1 8:00,-243.92,-276.31,-126.74,-26.67,,0.02,-1761.79,250.0,-9635.69,24.74,-5.0
2023/1/1 8:15,-184.69,-185.32,-126.74,-26.67,,0.02,10.0,250.0,-9510.27,24.74,-5.0
2023/1/1 8:30,-185.47,-186.59,-126.74,-27.19,,0.02,10.0,250.0,-286.88,24.74,-5.0
2023/1/1 8:45,-126.6,-162.57,-126.74,-27.19,,0.02,10.0,250.0,-284.02,24.74,-5.0
2023/1/1 9:00,227.85,-140.87,-208.57,-27.19,,0.36,211.24,70.0,-275.05,4.0,-5.0
2023/1/1 9:15,142.25,-150.49,-208.57,-27.19,,0.36,-961.49,70.0,-279.95,4.0,-5.0
2023/1/1 9:30,132.81,-128.95,-208.57,,,0.36,-4913.75,70.0,-260.76,4.0,-5.0
2023/1/1 9:45,-67.45,-142.39,-208.57,,,0.36,-24772.71,70.0,-243.12,4.0,-5.0
2023/1/1 10:00,-102.22,-176.78,-146.39,,,1.58,-26130.27,65.99,-227.38,0.0,-5.0
2023/1/1 10:15,-118.08,-139.5,-146.39,,,1.58,-33807.22,65.99,-203.14,0.0,-5.0
2023/1/1 10:30,-101.66,-124.01,-146.39,,,1.58,-33856.67,65.99,-202.39,0.0,-5.0
2023/1/1 10:45,-47.89,146.2,-146.39,,,1.58,-35199.57,65.99,-199.78,0.0,-5.0
2023/1/1 11:00,-10.84,208.04,-61.74,,,2.32,-36598.93,24.88,-250.53,10.32,-5.0
2023/1/1 11:15,-10.12,-134.34,-61.74,,,2.32,-43131.12,24.88,-283.87,10.32,-5.0
2023/1/1 11:30,-9.42,-151.84,-61.74,,,2.32,-45145.15,24.88,-284.73,10.32,-5.0
2023/1/1 11:45,-13.02,-163.78,-61.74,,,2.32,-45114.48,24.88,-284.58,10.32,-5.0
2023/1/1 12:00,-14.88,-141.49,-35.34,,,1.1,-42757.53,24.88,-260.12,14.03,-5.0
2023/1/1 12:15,-53.98,-77.82,-35.34,,,1.1,-40443.04,24.88,-271.81,14.03,-5.0
2023/1/1 12:30,-11.0,183.06,-35.34,,,1.1,-42372.16,24.88,-278.91,14.03,-5.0
2023/1/1 12:45,-10.43,181.81,-35.34,,,1.1,-40370.46,24.88,-270.78,14.03,-5.0
2023/1/1 13:00,-94.84,-188.05,-65.77,,,1.28,-41946.88,65.99,-279.13,6.45,-5.0
2023/1/1 13:15,-124.99,-151.26,-65.77,,,1.28,-45914.53,65.99,-284.48,6.45,-4.99
2023/1/1 13:30,-65.47,-59.97,-65.77,,,1.28,-46041.33,65.99,-283.83,6.45,-5.0
2023/1/1 13:45,-6.01,182.26,-65.77,,,1.28,-46249.19,65.99,-286.23,6.45,-5.0
2023/1/1 14:00,-152.33,-2919.03,-28.14,,,4.73,-37979.65,302.56,-253.94,0.0,-5.0
2023/1/1 14:15,-118.84,-1007.76,-28.14,,,4.73,-41353.12,302.56,-280.79,0.0,-5.0
2023/1/1 14:30,273.55,276.06,-28.14,,,4.73,-47248.13,302.56,-284.46,0.0,-5.0
2023/1/1 14:45,192.45,197.11,-28.14,,,4.73,-47621.16,302.56,-345.43,0.0,-5.0
2023/1/1 15:00,-11.48,200.01,-71.97,,,33.31,-46354.67,377.62,-284.65,83.56,-5.0
2023/1/1 15:15,183.85,-82.79,-71.97,,,33.31,355148.06,377.62,-282.6,83.56,-4.99
2023/1/1 15:30,232.3,-55.58,-71.97,,,33.31,362667.12,377.62,-284.69,83.56,-4.99
2023/1/1 15:45,221.53,-83.48,-71.97,,,33.31,388465.54,377.62,-282.46,83.56,-4.99
2023/1/1 16:00,6.15,-13.79,-14.97,,,51.16,14625.14,377.63,-272.54,184.82,-5.0
