Date	EUR	RON	PLN
2025/3/10	399.14	80.19	95.35
2025/3/11	400.71	80.51	95.45
2025/3/12	401.02	80.56	95.42
2025/3/13	399.59	80.29	95.24
2025/3/14	399.99	80.36	95.71
2025/3/17	399.33	80.23	95.57
2025/3/18	397.95	79.94	95.23
2025/3/19	399.23	80.22	95.18
2025/3/20	399.36	80.23	95.16
2025/3/21	399.25	80.22	95.07
2025/3/24	398.44	80.06	95.23
2025/3/25	398.94	80.18	95.76
2025/3/26	400.28	80.44	96.02
2025/3/27	400.47	80.45	95.55
2025/3/28	402.61	80.88	96.28
2025/3/31	401.9	80.75	96.05
2025/4/1	402.89	80.93	96.33
2025/4/2	401.08	80.56	95.96
2025/4/3	400.62	80.49	95.88
2025/4/4	404.87	81.34	95.49
2025/4/7	407.98	81.96	94.94
2025/4/8	407.95	81.96	95.01
2025/4/9	408.63	82.09	95.46
2025/4/10	405.97	81.55	95.21
2025/4/11	409.43	82.26	95.26
2025/4/14	410.15	82.4	95.89
2025/4/15	409.96	82.35	95.89
2025/4/16	408.73	82.09	94.95
2025/4/17	407.65	81.89	95.08
2025/4/22	409.24	82.22	95.65
2025/4/23	408.55	82.08	95.27
2025/4/24	407.43	81.86	95.21
2025/4/25	407.22	81.81	95.38
2025/4/28	405.52	81.46	94.84
2025/4/29	404.2	81.2	94.78
2025/4/30	404.61	81.28	94.57
2025/5/5	404.31	81.21	94.55
2025/5/6	405.35	80.13	94.67
2025/5/7	404.6	79.33	94.63
2025/5/8	404.89	78.96	94.78
2025/5/9	404.61	79.08	95.39
2025/5/12	405.05	79.4	95.69
2025/5/13	405.21	79.5	95.29
2025/5/14	404.22	79.19	95.23
2025/5/15	403.25	78.98	95.19
2025/5/16	402.92	78.91	95.01
2025/5/19	402.82	80.25	94.13
2025/5/20	402.4	79.26	94.67
2025/5/21	402.6	79.31	94.95
2025/5/22	403.2	79.61	94.99
2025/5/23	403.38	79.82	94.82
2025/5/26	403.91	79.83	94.98
2025/5/27	404.58	79.91	95.24
2025/5/28	403.38	79.82	95.03
2025/5/29	404.36	79.78	95.42
2025/5/30	404.05	79.78	95.06
2025/6/2	402.95	79.65	94.6
2025/6/3	403.26	79.75	94.39
2025/6/4	403.29	79.74	94.24
2025/6/5	403.58	79.84	94.32
2025/6/6	403.53	80.03	94.1
2025/6/10	401.55	79.76	94.24
2025/6/11	400.55	79.68	93.92
2025/6/12	400.86	79.68	94.01
2025/6/13	402.51	79.98	94.21
2025/6/16	401.51	79.84	94.22
2025/6/17	402.9	80.2	94.25
2025/6/18	403.77	80.25	94.53
2025/6/19	403	80.09	94.26
2025/6/20	402.74	79.79	94.3
2025/6/23	403.66	80.08	94.48
2025/6/24	401.82	79.59	94.33
2025/6/25	400.89	79.38	94.36
2025/6/26	400.1	78.94	94.21
2025/6/27	399.4	78.69	94.26
2025/6/30	399.3	78.64	94.13
2025/7/1	399.09	78.62	94.08
2025/7/2	399.07	78.76	93.89
2025/7/3	399.83	78.99	93.76
2025/7/4	398.77	78.81	93.8
2025/7/7	399.67	78.91	93.98
2025/7/8	399.48	78.82	94.11
2025/7/9	400.61	78.93	94.48
2025/7/10	399.02	78.58	93.96
2025/7/11	399.66	78.66	93.88
2025/7/14	400.15	78.78	93.9
2025/7/15	400.29	78.8	94.08
2025/7/16	400.13	78.81	93.97
2025/7/17	399.43	78.76	93.84
2025/7/18	399.02	78.65	93.88
2025/7/21	399.09	78.62	94.02
2025/7/22	399.28	78.76	93.86
2025/7/23	399.23	78.74	93.83
2025/7/24	398.13	78.43	93.64
2025/7/25	396.32	78.15	93.16
2025/7/28	397.26	78.36	93.31
2025/7/29	399.4	78.68	93.45
2025/7/30	398.93	78.6	93.35
2025/7/31	399.81	78.75	93.7
2025/8/1	399.77	78.77	93.38
2025/8/4	398.08	78.45	93.13
2025/8/5	399.67	78.74	93.44
2025/8/6	398.43	78.51	93.03
2025/8/7	397.23	78.28	93.22
2025/8/8	395.96	78.05	93
2025/8/11	395.14	77.97	92.89
2025/8/12	395.96	78.12	92.9
2025/8/13	395.02	78.01	92.77
2025/8/14	395.44	78.11	92.77
2025/8/15	395.37	78.12	92.76
2025/8/18	395.66	78.18	92.98
2025/8/19	393.63	77.87	92.81
2025/8/21	395.84	78.24	93.09
2025/8/22	396.21	78.41	92.84
2025/8/25	397.1	78.57	93.16
2025/8/26	397.73	78.68	93.23
2025/8/27	396.29	78.34	92.93
2025/8/28	397.27	78.4	93.11
2025/8/29	396.9	78.18	92.99
2025/9/1	395.41	77.95	92.86
2025/9/2	396.48	78.1	92.95
2025/9/3	394.34	77.67	92.59
2025/9/4	393.85	77.58	92.55
2025/9/5	392.61	77.32	92.42
2025/9/8	392.96	77.48	92.5
2025/9/9	393.86	77.63	92.59
2025/9/10	393.91	77.65	92.48
2025/9/11	392.85	77.42	92.17
2025/9/12	391.61	77.22	91.95
2025/9/15	389.96	77	91.81
2025/9/16	390	77.02	91.74
2025/9/17	389.83	76.96	91.58
2025/9/18	388.62	76.66	91.3
2025/9/19	390.1	76.92	91.4
2025/9/22	389.73	76.77	91.36
2025/9/23	389.15	76.64	91.44
2025/9/24	390.28	76.84	91.45
2025/9/25	390.75	76.99	91.68
2025/9/26	391.36	77.07	91.72
2025/9/29	390.53	76.89	91.49
2025/9/30	391.11	76.97	91.6
2025/10/1	389.08	76.58	91.37
2025/10/2	389.36	76.59	91.45
2025/10/3	388.83	76.41	91.34
2025/10/6	388.52	76.33	91.37
2025/10/7	391.88	76.97	92.05
2025/10/8	392.6	76.95	92.29
2025/10/9	392.09	76.96	92.11
2025/10/10	390.39	76.61	91.67
2025/10/13	392.05	77.02	92.06
2025/10/14	392.92	77.18	92.13
2025/10/15	390.45	76.73	91.75
2025/10/16	389.85	76.61	91.7
2025/10/17	390.71	76.78	91.78
2025/10/20	389.72	76.58	91.92
2025/10/21	389.62	76.65	91.93
2025/10/22	389.83	76.69	91.86
2025/10/27	389.66	76.64	92.01
2025/10/28	388.45	76.4	91.73
2025/10/29	388.29	76.4	91.64
2025/10/30	388.46	76.38	91.53
2025/10/31	388.14	76.34	91.23
2025/11/3	386.98	76.08	90.99
2025/11/4	388.37	76.36	91.21
2025/11/5	387.63	76.23	90.99
2025/11/6	386.58	76.01	90.81
2025/11/7	386.25	75.94	90.91
2025/11/10	383.16	75.36	90.48
2025/11/11	386.06	75.93	91.18
2025/11/12	385.48	75.8	91.1
2025/11/13	383.93	75.52	90.75
2025/11/14	384.67	75.65	90.99
2025/11/17	383.95	75.51	90.91
2025/11/18	384.76	75.66	90.86
2025/11/19	383.55	75.38	90.42
2025/11/20	382.29	75.13	90.4
2025/11/21	384.27	75.51	90.42
2025/11/24	383.04	75.3	90.46
2025/11/25	382.08	75.09	90.33
2025/11/26	382.06	75.06	90.24
2025/11/27	381.75	75	90.3
2025/11/28	381.35	74.92	89.99
2025/12/1	380.5	74.74	89.98
2025/12/2	380.94	74.85	89.85
2025/12/3	380.65	74.79	89.97
2025/12/4	381.65	74.95	90.22
2025/12/5	382.08	75.03	90.27
2025/12/8	382.6	75.19	90.46
2025/12/9	383.48	75.33	90.58
2025/12/10	383.86	75.42	90.79
2025/12/11	381.77	75.01	90.26
2025/12/12	383.88	75.41	90.81
2025/12/15	385.14	75.66	91.28
2025/12/16	384.97	75.58	91.14
2025/12/17	386.96	75.99	91.79
2025/12/18	389.99	76.6	92.69
2025/12/19	387.24	76.09	91.98
2025/12/22	387.13	76.09	91.98
2025/12/23	391.19	76.89	92.52
2025/12/29	387.39	76.08	91.64
2025/12/30	386.4	75.82	91.36
2025/12/31	385.4	75.61	91.18
2026/1/5	384.41	75.51	91.28
2026/1/6	385.18	75.68	91.38
2026/1/7	384.82	75.61	91.39
2026/1/8	384.82	75.65	91.36
2026/1/9	385.9	75.84	91.59
2026/1/12	386.07	75.85	91.71
2026/1/13	385.97	75.84	91.65
2026/1/14	385.23	75.66	91.46
2026/1/15	385.91	75.84	91.72
2026/1/16	385.95	75.82	91.47
2026/1/19	385.97	75.81	91.38
2026/1/20	385.43	75.67	91.15
2026/1/21	385.56	75.67	91.2
2026/1/22	383.95	75.37	91.14
2026/1/23	382.59	75.09	90.98
2026/1/26	382.27	75.01	90.76
2026/1/27	382.08	74.97	90.89
2026/1/28	380.16	74.59	90.5
2026/1/29	381.57	74.88	90.7
2026/1/30	381.86	74.91	90.6
2026/2/2	380.55	74.67	90.37
2026/2/3	380.65	74.7	90.2
2026/2/4	380.93	74.76	90.17
2026/2/5	379.31	74.45	89.93
2026/2/6	378.61	74.35	89.79
2026/2/9	377.21	74.08	89.51
2026/2/10	377.35	74.12	89.51
2026/2/11	378.35	74.31	89.72
2026/2/12	380.62	74.74	90.36
2026/2/13	378.43	74.28	89.77
2026/2/16	377.64	74.12	89.74
2026/2/17	378.19	74.2	89.65
2026/2/18	377.76	74.17	89.62
2026/2/19	379.18	74.41	89.79
2026/2/20	379.08	74.36	89.73
2026/2/23	379.9	74.53	90.09
2026/2/24	379.08	74.4	89.83
2026/2/25	376.58	73.92	89.28
2026/2/26	375.13	73.61	88.83
2026/2/27	375.74	73.75	88.98
2026/3/2	379.21	74.4	89.64
2026/3/3	385.41	75.14	90.19
2026/3/4	385.93	75.71	90.4
2026/3/5	386.08	75.79	90.32
2026/3/6	391.29	76.82	91.46
2026/3/9	396.92	77.85	92.67
2026/3/10	384.86	75.56	90.43
2026/3/11	388.12	76.2	90.81
2026/3/12	387.55	76.08	90.93
2026/3/13	392.35	77.01	91.89
2026/3/16	391.67	76.9	91.71
2026/3/17	390.72	76.7	91.58
2026/3/18	388.7	76.31	91.2
2026/3/19	392.53	77.02	91.74
2026/3/20	392.93	77.12	91.88
2026/3/23	394.68	77.42	92.07
2026/3/24	389.5	76.41	91.15
2026/3/25	388.94	76.35	91.14
2026/3/26	387.87	76.11	90.82
2026/3/27	389.16	76.34	90.8
2026/3/30	389.48	76.4	90.93
2026/3/31	385.85	75.67	89.96
2026/4/1	382.52	75.01	89.25
2026/4/2	383.63	75.24	89.49
2026/4/7	381.41	74.83	89.35
2026/4/8	378.49	74.28	88.79
2026/4/9	378.13	74.23	88.7
2026/4/10	376.81	74.01	88.59
2026/4/13	366.33	71.93	86.18
2026/4/14	363.34	71.35	85.63
2026/4/15	363.74	71.44	85.85
2026/4/16	364.69	71.62	85.99
2026/4/17	363.87	71.36	85.91
2026/4/20	362.55	71.1	85.61
2026/4/21	361.83	70.96	85.5
2026/4/22	364.13	71.45	85.85
2026/4/23	365.85	71.83	86.07
2026/4/24	366.95	72.05	86.49
2026/4/27	363.48	71.38	85.63
2026/4/28	364.91	71.65	85.93
2026/4/29	364.44	71.44	85.67
2026/4/30	366.04	71.31	85.95
2026/5/4	363.02	69.82	85.31
2026/5/5	363.85	69.99	85.51
2026/5/6	359.42	68.58	84.84
2026/5/7	356.69	67.72	84.35
2026/5/8	355.14	67.77	83.99
2026/5/11	355.17	68.07	83.79
2026/5/12	356.7	68.42	83.96
2026/5/13	359.23	69.02	84.48
2026/5/14	357.97	68.76	84.44
2026/5/15	359.73	69.11	84.66
2026/5/18	360.4	69.15	84.94
2026/5/19	360.67	69.08	85.08
2026/5/20	361.37	69.1	84.92
2026/5/21	359.13	68.49	84.59
2026/5/22	359.16	68.44	84.59
2026/5/26	356.82	68.16	84.25
2026/5/27	355.15	67.83	83.77
2026/5/28	355.43	67.74	83.92
2026/5/29	354.52	67.56	83.77
2026/6/1	354.19	67.43	83.66
2026/6/2	354.98	67.55	83.85
2026/6/3	355.76	67.65	83.85
2026/6/4	355.14	67.53	83.78
2026/6/5	354.15	67.36	83.63
2026/6/8	356.38	67.94	83.89
2026/6/9	355.14	67.79	83.85
2026/6/10	355.84	67.92	83.76
2026/6/11	355.63	67.87	83.61
2026/6/12	352.82	67.37	83.05
2026/6/15	350.65	66.95	82.63
2026/6/16	349.73	66.86	82.34
2026/6/17	349.61	66.81	82.46
2026/6/18	352.11	67.28	82.7
2026/6/19	352.89	67.36	82.82
2026/6/22	351.99	67.2	82.43
2026/6/23	354.26	67.54	82.68
2026/6/24	355.37	67.72	82.91
2026/6/25	354.51	67.8	82.67
2026/6/26	354.04	67.58	82.58
2026/6/29	354.3	67.58	82.61
2026/6/30	355.05	67.69	82.63
2026/7/1	356.17	67.94	82.87
2026/7/2	355.31	67.9	82.81
2026/7/3	353.66	67.54	82.51
