Date,AT,BG,DE,ES,FR,GR,HR,HU,IT,PL,RO,SK
2024/1/1 0:00,0.0,0.01,3.1275,28.0,225.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024/1/1 1:00,0.0,0.01,2.9625,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024/1/1 2:00,0.0,0.01,2.9325,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024/1/1 3:00,0.0,0.01,3.1825,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024/1/1 4:00,0.0,0.05,2.7675,28.0,0.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0
2024/1/1 5:00,0.0,0.04,3.0625,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024/1/1 6:00,0.0,0.78,3.1925,28.0,0.0,2.0,0.4,0.0,0.0,0.0,0.0,0.0
2024/1/1 7:00,9.0,115.47,4.075,28.0,0.0,280.0,1.6,1.1225,81.0,20.9,37.25,0.4
2024/1/1 8:00,85.0,549.42,425.2325,34.0,246.0,1354.0,5.1,49.775,837.0,152.7,160.75,1.3
2024/1/1 9:00,221.0,984.18,3217.5025,657.0,318.0,2273.0,9.3,198.02,2288.0,329.04,306.0,7.2
2024/1/1 10:00,474.0,1139.96,6342.445,3458.0,933.0,2819.0,15.6,462.25,3551.0,552.8,372.0,22.1
2024/1/1 11:00,683.0,1126.39,8136.24,6917.0,2454.0,2944.0,20.3,707.1375,3807.0,781.86,343.0,61.6
2024/1/1 12:00,753.0,1067.58,7771.6825,8880.0,4021.0,2692.0,23.1,886.4,3689.0,915.56,302.0,119.4
2024/1/1 13:00,670.0,826.89,6365.9275,9761.0,4883.0,2297.0,19.8,941.4425,3054.0,888.96,225.0,94.6
2024/1/1 14:00,469.0,455.18,4199.4525,10342.0,4926.0,1473.0,14.0,522.8275,2196.0,560.86,129.25,52.9
2024/1/1 15:00,214.0,88.31,1422.2425,10887.0,4188.0,355.0,7.2,101.69,1103.0,242.26,27.25,12.1
2024/1/1 16:00,21.0,0.33,83.42,8508.0,2703.0,8.0,2.0,0.435,116.0,20.3,0.25,0.1
2024/1/1 17:00,0.0,0.07,5.87,3519.0,971.0,1.0,1.2,0.0,0.0,0.0,0.0,0.0
2024/1/1 18:00,0.0,0.07,5.3575,418.0,257.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0
2024/1/1 19:00,0.0,0.07,4.355,120.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0
2024/1/1 20:00,0.0,0.02,3.06,87.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024/1/1 21:00,0.0,0.01,2.975,68.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024/1/1 22:00,0.0,0.01,2.6125,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024/1/1 23:00,0.0,0.01,3.035,59.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024/1/2 0:00,0.0,0.01,3.08,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024/1/2 1:00,0.0,0.01,2.5775,59.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024/1/2 2:00,0.0,0.01,3.0325,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024/1/2 3:00,0.0,0.01,3.1625,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024/1/2 4:00,0.0,0.02,2.69,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.1
2024/1/2 5:00,0.0,0.03,2.955,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1
2024/1/2 6:00,0.0,0.09,3.235,28.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.1
2024/1/2 7:00,9.0,20.51,2.7625,28.0,0.0,82.0,2.5,32.1475,48.0,25.93,4.5,0.6
2024/1/2 8:00,80.0,102.56,50.76,56.0,232.0,346.0,10.2,381.1425,1254.0,322.43,53.5,14.5
2024/1/2 9:00,165.0,194.89,537.8975,1255.0,281.0,674.0,22.4,936.5125,3353.0,829.2,172.5,53.3
2024/1/2 10:00,266.0,306.18,1390.015,4772.0,611.0,1071.0,34.9,1373.5725,4839.0,1366.28,389.0,81.3
2024/1/2 11:00,350.0,509.53,2153.3325,6690.0,1346.0,1800.0,38.7,1265.7425,5104.0,1729.16,579.0,66.0
2024/1/2 12:00,354.0,642.54,2625.36,7287.0,1971.0,2123.0,36.5,1085.59,4944.0,1697.09,594.75,42.0
2024/1/2 13:00,311.0,795.66,2306.9975,7189.0,2175.0,1798.0,29.5,743.78,4651.0,1285.31,466.0,25.7
2024/1/2 14:00,223.0,574.08,1232.625,6925.0,2242.0,1253.0,19.6,367.98,4109.0,565.2,210.0,12.9
2024/1/2 15:00,120.0,113.17,343.5575,6872.0,1832.0,407.0,8.2,87.235,2023.0,234.25,19.75,3.7
2024/1/2 16:00,21.0,0.43,12.5775,4970.0,1063.0,8.0,2.4,0.39,275.0,38.81,0.0,2.0
2024/1/2 17:00,0.0,0.06,3.9125,2010.0,484.0,0.0,1.2,0.0,0.0,0.0,0.0,2.0
2024/1/2 18:00,0.0,0.06,3.815,241.0,236.0,0.0,0.8,0.0025,0.0,0.0,0.0,0.3
2024/1/2 19:00,0.0,0.04,2.96,72.0,0.0,46.0,0.4,0.0,0.0,0.0,0.0,0.1
2024/1/2 20:00,0.0,0.02,2.76,52.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.1
2024/1/2 21:00,0.0,0.01,2.9625,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1
2024/1/2 22:00,0.0,0.01,3.2575,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1
2024/1/2 23:00,0.0,0.01,2.7775,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1
2024/1/3 0:00,0.0,0.01,2.93,8.0,0.0,0.0,0.0,0.0025,0.0,0.0,0.0,0.1
2024/1/3 1:00,0.0,0.01,2.845,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1
2024/1/3 2:00,0.0,0.01,2.9175,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1
2024/1/3 3:00,0.0,0.01,2.8,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1
2024/1/3 4:00,0.0,0.02,2.9025,8.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.1
2024/1/3 5:00,0.0,0.02,2.71,8.0,0.0,1.0,0.0,0.0375,0.0,0.0,0.0,0.1
2024/1/3 6:00,0.0,0.07,3.21,7.0,0.0,7.0,0.4,0.0,0.0,0.0,0.0,0.1
2024/1/3 7:00,7.0,39.04,2.9175,4.0,0.0,255.0,1.6,3.73,20.0,54.9,13.25,0.9
2024/1/3 8:00,103.0,165.78,314.6025,19.0,240.0,908.0,4.4,123.5925,401.0,614.75,86.75,19.7
2024/1/3 9:00,279.0,236.44,2371.735,762.0,317.0,1493.0,11.6,492.6825,1588.0,821.64,92.75,71.1
2024/1/3 10:00,487.0,226.93,5093.1575,2820.0,871.0,1543.0,16.4,885.1775,3343.0,1081.93,93.25,120.0
2024/1/3 11:00,644.0,196.47,6068.905,4579.0,1994.0,1361.0,21.5,1052.2975,4042.0,1296.91,121.5,125.3
2024/1/3 12:00,705.0,174.32,6408.685,5697.0,2900.0,1069.0,25.4,1038.8225,4932.0,1264.93,113.0,96.1
2024/1/3 13:00,625.0,157.49,6128.4925,6185.0,3510.0,683.0,23.7,898.87,4698.0,948.7,98.25,59.1
2024/1/3 14:00,451.0,151.04,4155.8275,5409.0,3519.0,450.0,17.2,419.5675,3231.0,460.15,75.75,32.0
2024/1/3 15:00,215.0,41.26,1577.42,4628.0,2984.0,171.0,8.0,130.575,1367.0,164.41,15.0,10.4
2024/1/3 16:00,21.0,0.16,93.985,3051.0,1727.0,4.0,2.0,2.1125,189.0,9.34,0.5,1.2
2024/1/3 17:00,0.0,0.06,6.35,1220.0,647.0,0.0,1.2,0.0,0.0,0.0,0.75,1.1
2024/1/3 18:00,0.0,0.08,4.4875,117.0,247.0,0.0,0.8,0.0025,0.0,0.0,0.0,0.8
2024/1/3 19:00,0.0,0.03,4.0225,42.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.8
2024/1/3 20:00,0.0,0.02,3.2875,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1
2024/1/3 21:00,0.0,0.01,2.68,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1
2024/1/3 22:00,0.0,0.0,2.885,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1
2024/1/3 23:00,0.0,0.01,2.99,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1
2024/1/4 0:00,0.0,0.01,2.89,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1
2024/1/4 1:00,0.0,0.01,2.6825,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1
2024/1/4 2:00,0.0,0.01,2.9,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1
2024/1/4 3:00,0.0,0.01,2.795,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1
2024/1/4 4:00,0.0,0.02,2.855,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1
2024/1/4 5:00,0.0,0.04,2.81,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1
2024/1/4 6:00,0.0,3.11,3.305,4.0,0.0,4.0,0.4,0.0,0.0,0.0,0.0,1.1
2024/1/4 7:00,9.0,198.62,2.83,4.0,0.0,323.0,1.6,14.645,83.0,8.71,25.5,1.8
2024/1/4 8:00,97.0,585.56,165.805,28.0,244.0,1423.0,8.5,347.625,1011.0,175.13,121.5,26.9
2024/1/4 9:00,230.0,881.08,1591.29,763.0,369.0,2541.0,20.9,1072.8225,3506.0,486.71,279.5,65.0
2024/1/4 10:00,396.0,962.15,3595.9875,2327.0,1437.0,2867.0,36.7,1538.1475,6106.0,716.09,343.25,68.4
2024/1/4 11:00,547.0,1098.11,5056.6,3267.0,3397.0,2859.0,47.1,1620.5725,7465.0,891.3,314.0,91.2
2024/1/4 12:00,604.0,1190.33,5538.125,4154.0,5129.0,2652.0,47.4,1318.1075,7707.0,979.28,290.5,87.1
2024/1/4 13:00,541.0,878.99,5060.155,4100.0,5620.0,2457.0,39.8,889.0725,7023.0,691.89,180.0,67.6
2024/1/4 14:00,388.0,354.41,3657.4675,3786.0,5093.0,1649.0,27.7,495.2425,5213.0,388.89,92.5,44.9
2024/1/4 15:00,191.0,51.39,1536.66,2929.0,3921.0,507.0,11.2,142.08,2356.0,160.74,19.0,16.6
2024/1/4 16:00,25.0,0.13,95.645,1903.0,2370.0,10.0,2.4,3.315,322.0,22.93,0.5,5.5
2024/1/4 17:00,0.0,0.03,7.5225,827.0,873.0,2.0,1.2,0.0,0.0,0.0,0.0,5.2
2024/1/4 18:00,0.0,0.03,11.2775,63.0,262.0,0.0,0.8,0.0,0.0,0.0,0.0,1.2
2024/1/4 19:00,0.0,0.03,3.9825,8.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.8
2024/1/4 20:00,0.0,0.02,2.925,8.0,0.0,21.0,0.0,0.0,0.0,0.0,0.0,0.8
2024/1/4 21:00,0.0,0.01,2.9025,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8
2024/1/4 22:00,0.0,0.01,2.6975,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8
2024/1/4 23:00,0.0,0.01,2.9275,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8
2024/1/5 0:00,0.0,0.01,3.0125,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8
2024/1/5 1:00,0.0,0.01,2.89,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8
2024/1/5 2:00,0.0,0.01,2.8225,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8
2024/1/5 3:00,0.0,0.01,2.77,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8
2024/1/5 4:00,0.0,0.02,2.83,8.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.8
2024/1/5 5:00,0.0,0.05,2.9675,8.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.8
2024/1/5 6:00,0.0,2.26,2.825,8.0,0.0,5.0,0.4,0.0,0.0,0.0,0.0,0.8
2024/1/5 7:00,9.0,231.41,3.095,8.0,0.0,488.0,1.7,41.0875,68.0,8.69,48.0,2.1
2024/1/5 8:00,83.0,849.11,188.7575,23.0,247.0,1834.0,8.2,404.7475,909.0,215.81,308.0,30.7
2024/1/5 9:00,187.0,1301.02,1696.625,1394.0,304.0,2942.0,15.7,994.9175,2010.0,784.04,583.0,87.3
2024/1/5 10:00,332.0,1513.34,4069.3775,5435.0,680.0,3384.0,23.2,1444.97,2610.0,1289.89,712.25,145.4
2024/1/5 11:00,450.0,1467.3,5644.0825,8129.0,1583.0,3394.0,27.2,1512.845,2613.0,1534.4,752.5,170.2
2024/1/5 12:00,520.0,1322.51,5630.79,8923.0,2588.0,2924.0,25.8,1356.6525,2257.0,1663.68,697.5,152.4
2024/1/5 13:00,494.0,989.87,4351.6175,8829.0,3283.0,1899.0,19.4,944.245,1841.0,1251.79,515.5,119.8
2024/1/5 14:00,351.0,416.57,2795.54,8921.0,3293.0,1083.0,14.2,433.7925,1134.0,671.89,228.25,56.4
2024/1/5 15:00,156.0,62.4,1106.27,8377.0,2645.0,414.0,5.4,82.4075,568.0,182.71,28.5,18.6
2024/1/5 16:00,24.0,0.29,85.04,6879.0,1628.0,14.0,2.0,0.375,89.0,21.51,0.25,10.2
2024/1/5 17:00,0.0,0.03,4.515,3140.0,631.0,2.0,1.2,0.0,0.0,0.0,0.0,10.0
2024/1/5 18:00,0.0,0.03,5.5025,355.0,254.0,3.0,0.8,0.0,0.0,0.0,0.0,1.6
2024/1/5 19:00,0.0,0.03,4.575,116.0,0.0,7.0,0.4,0.0,0.0,0.0,0.0,0.8
2024/1/5 20:00,0.0,0.02,3.5575,64.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.8
2024/1/5 21:00,0.0,0.01,2.8175,36.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8
2024/1/5 22:00,0.0,0.01,3.6475,36.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8
2024/1/5 23:00,0.0,0.01,3.0325,36.0,0.0,0.0,0.0,0.0025,0.0,0.0,0.0,0.8
2024/1/6 0:00,0.0,0.01,2.9625,36.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8
2024/1/6 1:00,0.0,0.01,2.775,36.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8
2024/1/6 2:00,0.0,0.01,2.7425,36.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8
2024/1/6 3:00,0.0,0.01,2.6675,36.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8
2024/1/6 4:00,0.0,0.02,2.855,36.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.8
2024/1/6 5:00,0.0,0.02,2.745,36.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8
2024/1/6 6:00,0.0,1.18,3.0025,36.0,0.0,1.0,0.4,0.0,0.0,0.0,0.0,0.8
2024/1/6 7:00,9.0,93.41,3.36,23.0,0.0,208.0,2.4,1.6075,14.0,11.49,22.865,0.9
2024/1/6 8:00,70.0,271.51,109.53,29.0,236.0,720.0,6.4,38.0775,233.0,211.35,109.0,2.7
2024/1/6 9:00,98.0,530.25,1040.1525,1977.0,332.0,1370.0,10.8,129.2825,717.0,486.38,205.75,9.4
2024/1/6 10:00,142.0,598.98,2147.345,7678.0,1119.0,1981.0,15.7,241.285,1266.0,722.01,267.25,13.6
2024/1/6 11:00,175.0,545.88,2764.73,10763.0,2777.0,2211.0,16.3,287.355,1506.0,780.19,258.25,14.9
2024/1/6 12:00,190.0,644.97,2880.49,11527.0,4122.0,2212.0,15.5,273.565,1441.0,746.75,211.25,12.7
2024/1/6 13:00,175.0,462.88,2332.14,11535.0,4567.0,2103.0,13.1,199.5025,1080.0,532.61,156.5,9.2
2024/1/6 14:00,141.0,276.35,1417.98,11126.0,4344.0,1459.0,8.5,97.2175,832.0,365.09,68.75,5.0
2024/1/6 15:00,97.0,90.77,477.33,10636.0,3756.0,389.0,4.0,20.625,462.0,189.91,9.25,2.3
2024/1/6 16:00,26.0,0.27,22.475,8064.0,2383.0,9.0,2.0,0.055,73.0,25.18,0.0,1.3
2024/1/6 17:00,0.0,0.03,3.815,2979.0,904.0,13.0,1.2,0.0,0.0,0.0,0.0,1.3
2024/1/6 18:00,0.0,0.03,4.1425,295.0,259.0,15.0,0.8,0.0,0.0,0.0,0.0,0.8
2024/1/6 19:00,0.0,0.01,3.915,63.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.8
2024/1/6 20:00,0.0,0.01,3.7525,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8
2024/1/6 21:00,0.0,0.01,2.8575,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8
2024/1/6 22:00,0.0,0.01,2.7425,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8
2024/1/6 23:00,0.0,0.01,2.7425,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8
2024/1/7 0:00,0.0,0.01,2.575,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8
2024/1/7 1:00,0.0,0.01,2.7375,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8
2024/1/7 2:00,0.0,0.01,2.94,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8
2024/1/7 3:00,0.0,0.01,2.59,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8
2024/1/7 4:00,0.0,0.02,2.6725,8.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.8
2024/1/7 5:00,0.0,0.03,2.6475,8.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.8
2024/1/7 6:00,0.0,0.36,2.625,8.0,0.0,2.0,0.4,0.0,0.0,0.0,0.0,0.8
2024/1/7 7:00,10.0,81.91,3.7875,8.0,0.0,134.0,2.0,3.64,36.0,14.73,3.5,0.9
2024/1/7 8:00,91.0,475.25,111.1125,28.0,246.0,516.0,5.6,53.08,456.0,260.46,42.0,2.6
2024/1/7 9:00,158.0,652.85,945.905,1849.0,344.0,857.0,9.9,130.7825,1147.0,616.76,87.5,8.1
2024/1/7 10:00,248.0,835.06,2126.5975,7576.0,1135.0,1204.0,15.8,251.5675,1532.0,1007.88,152.25,14.7
2024/1/7 11:00,327.0,840.73,3362.05,10610.0,2675.0,1250.0,18.0,383.2675,1835.0,1244.89,209.0,21.0
2024/1/7 12:00,351.0,658.86,3792.3475,11770.0,3699.0,1318.0,17.0,355.425,2018.0,1213.28,179.75,26.5
2024/1/7 13:00,309.0,429.72,3162.7425,11835.0,4083.0,1221.0,12.0,315.175,1786.0,988.75,106.75,26.7
2024/1/7 14:00,230.0,210.56,2014.9775,12169.0,3789.0,772.0,9.2,183.2925,1265.0,568.83,58.0,16.5
2024/1/7 15:00,145.0,52.58,730.195,12313.0,3010.0,286.0,4.8,30.28,605.0,238.68,6.0,5.4
2024/1/7 16:00,37.0,0.27,41.285,10298.0,1872.0,11.0,2.0,0.0275,102.0,24.71,0.0,0.9
2024/1/7 17:00,0.0,0.03,3.29,4671.0,722.0,1.0,1.2,0.0,0.0,0.0,0.0,0.8
2024/1/7 18:00,0.0,0.05,3.0225,562.0,265.0,0.0,0.8,0.0,0.0,0.0,0.0,0.8
2024/1/7 19:00,0.0,0.02,2.8675,163.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.8
2024/1/7 20:00,0.0,0.01,2.87,134.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8
2024/1/7 21:00,0.0,0.01,3.485,122.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8
2024/1/7 22:00,0.0,0.01,2.585,76.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8
2024/1/7 23:00,0.0,0.01,3.0425,64.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8
2024/1/8 0:00,0.0,0.01,2.715,64.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8
2024/1/8 1:00,0.0,0.01,2.6825,52.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8
2024/1/8 2:00,0.0,0.01,2.715,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8
2024/1/8 3:00,0.0,0.01,2.69,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8
2024/1/8 4:00,0.0,0.02,2.75,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8
2024/1/8 5:00,0.0,0.03,3.175,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8
2024/1/8 6:00,0.0,0.15,2.9275,8.0,0.0,3.0,0.4,0.0,0.0,0.0,0.0,0.8
2024/1/8 7:00,9.0,17.88,3.2125,8.0,0.0,372.0,1.6,4.2,34.0,25.59,2.5,1.0
2024/1/8 8:00,86.0,81.6,176.795,40.0,248.0,1378.0,4.4,87.5575,524.0,427.51,25.25,9.2
2024/1/8 9:00,199.0,133.0,1791.975,2079.0,368.0,2364.0,10.0,260.405,1364.0,1168.93,63.75,38.7
2024/1/8 10:00,347.0,168.86,4477.5775,6732.0,1072.0,2789.0,15.6,509.8825,2068.0,2241.5,107.28,87.3
2024/1/8 11:00,464.0,219.66,7502.455,9043.0,2263.0,2904.0,17.6,756.005,3024.0,2866.53,110.75,120.7
2024/1/8 12:00,507.0,218.37,9389.77,9700.0,3294.0,2564.0,17.6,632.0625,2731.0,2996.28,99.25,130.1
2024/1/8 13:00,462.0,173.14,9026.3625,9565.0,3919.0,2152.0,16.0,473.8625,2694.0,2431.34,69.0,95.5
2024/1/8 14:00,340.0,98.92,6239.3425,9422.0,3857.0,1282.0,11.6,275.22,2183.0,1483.66,36.5,40.0
2024/1/8 15:00,169.0,17.55,2335.1825,8292.0,3268.0,327.0,5.2,68.275,1109.0,399.69,6.25,9.1
2024/1/8 16:00,26.0,0.09,138.1,5443.0,2089.0,7.0,2.0,0.745,186.0,37.24,0.5,1.6
2024/1/8 17:00,0.0,0.02,5.0375,1827.0,820.0,1.0,1.2,0.0,0.0,0.0,0.0,0.9
2024/1/8 18:00,0.0,0.02,5.98,256.0,272.0,0.0,0.8,0.0,0.0,0.0,0.0,0.9
2024/1/8 19:00,0.0,0.02,3.3625,118.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.8
2024/1/8 20:00,0.0,0.02,3.1425,155.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8
2024/1/8 21:00,0.0,0.01,2.915,132.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8
2024/1/8 22:00,0.0,0.01,2.945,132.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8
2024/1/8 23:00,0.0,0.01,3.1575,132.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8
2024/1/9 0:00,0.0,0.01,2.9475,130.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8
2024/1/9 1:00,0.0,0.01,3.085,132.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8
2024/1/9 2:00,0.0,0.01,2.7475,132.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8
2024/1/9 3:00,0.0,0.01,2.8275,132.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8
2024/1/9 4:00,0.0,0.02,2.8875,132.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8
2024/1/9 5:00,0.0,0.02,3.04,132.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8
2024/1/9 6:00,0.0,0.06,3.75,128.0,0.0,1.0,0.4,0.0,0.0,0.0,0.0,0.9
2024/1/9 7:00,8.0,10.3,4.0425,118.0,0.0,121.0,2.8,17.6425,84.0,28.55,8.2,2.0
2024/1/9 8:00,109.0,57.39,516.725,127.0,250.0,481.0,8.8,253.305,1113.0,465.8,68.165,37.1
2024/1/9 9:00,283.0,115.25,4474.98,1045.0,381.0,780.0,17.2,674.6375,3327.0,1727.14,146.5,110.3
2024/1/9 10:00,488.0,175.22,10193.9175,3983.0,1323.0,967.0,26.8,1155.1525,4948.0,3078.13,216.5,177.1
2024/1/9 11:00,645.0,181.19,14679.82,5936.0,3243.0,1048.0,31.6,1322.0075,5642.0,3610.99,278.25,208.0
2024/1/9 12:00,699.0,133.92,16317.15,6386.0,4768.0,1041.0,30.0,1257.7975,6016.0,3622.66,289.75,206.2
2024/1/9 13:00,629.0,82.75,14882.1225,5989.0,5404.0,937.0,24.8,1114.685,5259.0,3108.96,232.75,171.7
2024/1/9 14:00,456.0,35.17,10240.3725,5081.0,5297.0,650.0,16.4,668.7875,3301.0,1735.41,124.25,99.8
2024/1/9 15:00,220.0,4.99,3991.68,3851.0,4556.0,276.0,7.6,165.7675,1597.0,511.1,23.75,26.9
2024/1/9 16:00,28.0,0.05,243.49,2129.0,3012.0,18.0,2.0,2.035,297.0,19.61,0.5,2.2
2024/1/9 17:00,0.0,0.02,3.8025,702.0,1211.0,0.0,1.2,0.0,1.0,0.0,0.0,1.6
2024/1/9 18:00,0.0,0.02,3.3625,66.0,333.0,0.0,0.8,0.0,0.0,0.0,0.0,1.6
2024/1/9 19:00,0.0,0.02,3.125,27.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,1.6
2024/1/9 20:00,0.0,0.02,3.4575,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6
2024/1/9 21:00,0.0,0.01,2.91,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,1.6
2024/1/9 22:00,0.0,0.01,2.9775,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1
2024/1/9 23:00,0.0,0.01,3.0125,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1
2024/1/10 0:00,0.0,0.01,3.13,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1
2024/1/10 1:00,0.0,0.01,3.3325,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1
2024/1/10 2:00,0.0,0.01,2.895,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9
2024/1/10 3:00,0.0,0.01,2.9325,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8
2024/1/10 4:00,0.0,0.02,2.87,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8
2024/1/10 5:00,0.0,0.02,3.1075,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8
2024/1/10 6:00,0.0,0.61,3.0325,24.0,0.0,1.0,0.4,0.0,0.0,0.0,0.25,0.9
2024/1/10 7:00,8.0,60.38,3.71,24.0,0.0,203.0,2.8,34.41,50.0,31.96,39.0,2.5
2024/1/10 8:00,110.0,265.97,490.385,42.0,300.0,909.0,10.8,474.0575,669.0,420.83,235.75,43.7
2024/1/10 9:00,295.0,542.42,4107.3675,665.0,389.0,1626.0,22.4,1198.715,1965.0,1517.04,464.5,127.7
2024/1/10 10:00,518.0,837.08,9443.42,2377.0,844.0,2104.0,35.2,1823.86,2738.0,2641.28,623.6225,202.7
