Date,AT,BG,DE,ES,FR,GR,HR,HU,IT,PL,RO,RS,SK
2024/1/1 0:00,5730.4,3886.3,40592.55,22460.0,52847.0,4301.0,1669.0,4294.53,20694.0,14097.63,5264.0,4034.0,2382.0
2024/1/1 0:15,5684.8,3886.3,40301.09,22060.0,52847.0,4301.0,1649.0,4271.58,20694.0,14097.63,5199.0,4034.0,2382.0
2024/1/1 0:30,5624.4,3886.3,40171.71,21880.0,52847.0,4301.0,1631.0,4263.23,20694.0,14097.63,5151.0,4034.0,2382.0
2024/1/1 0:45,5555.6,3886.3,39615.01,21788.0,52847.0,4301.0,1612.0,4211.04,20694.0,14097.63,5092.0,4034.0,2382.0
2024/1/1 1:00,5577.6,3743.14,39336.85,21648.0,51600.0,4122.0,1591.0,4222.31,19910.0,13695.19,5046.0,4021.0,2280.0
2024/1/1 1:15,5511.2,3743.14,38991.1,21508.0,51600.0,4122.0,1573.0,4152.7,19910.0,13695.19,4986.0,4021.0,2280.0
2024/1/1 1:30,5443.6,3743.14,38615.81,21312.0,51600.0,4122.0,1555.0,4087.24,19910.0,13695.19,4947.0,4021.0,2280.0
2024/1/1 1:45,5389.6,3743.14,38328.84,21044.0,51600.0,4122.0,1524.0,4025.78,19910.0,13695.19,4916.0,4021.0,2280.0
2024/1/1 2:00,5423.6,3608.08,38408.0,20748.0,50992.0,3902.0,1502.0,3952.57,18833.0,13190.86,4878.0,3863.0,2252.0
2024/1/1 2:15,5349.6,3608.08,38034.74,20416.0,50992.0,3902.0,1485.0,3912.75,18833.0,13190.86,4852.0,3863.0,2252.0
2024/1/1 2:30,5290.4,3608.08,37661.8,20144.0,50992.0,3902.0,1462.0,3888.9,18833.0,13190.86,4816.0,3863.0,2252.0
2024/1/1 2:45,5243.2,3608.08,37285.72,19836.0,50992.0,3902.0,1443.0,3809.79,18833.0,13190.86,4777.0,3863.0,2252.0
2024/1/1 3:00,5172.0,3521.38,37307.9,19520.0,48187.0,3765.0,1429.0,3789.07,17878.0,12752.41,4760.0,3610.0,2168.0
2024/1/1 3:15,5106.4,3521.38,37113.31,19192.0,48187.0,3765.0,1413.0,3752.43,17878.0,12752.41,4743.0,3610.0,2168.0
2024/1/1 3:30,5074.4,3521.38,37040.6,18900.0,48187.0,3765.0,1400.0,3718.77,17878.0,12752.41,4718.0,3610.0,2168.0
2024/1/1 3:45,5089.6,3521.38,37031.12,18684.0,48187.0,3765.0,1385.0,3670.02,17878.0,12752.41,4706.0,3610.0,2168.0
2024/1/1 4:00,5089.2,3486.74,36984.56,18500.0,46479.0,3749.0,1378.0,3693.0,17312.0,12708.3,4697.0,3444.0,2148.0
2024/1/1 4:15,5064.4,3486.74,36618.88,18336.0,46479.0,3749.0,1372.0,3685.5,17312.0,12708.3,4691.0,3444.0,2148.0
2024/1/1 4:30,5070.0,3486.74,36612.78,18172.0,46479.0,3749.0,1366.0,3675.46,17312.0,12708.3,4684.0,3444.0,2148.0
2024/1/1 4:45,5061.6,3486.74,36797.84,18036.0,46479.0,3749.0,1364.0,3686.58,17312.0,12708.3,4667.0,3444.0,2148.0
